No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,14-195 keV (Swift),4.46e-11,+/-0.59E-11,erg/s/cm^2^,2.53e+19,1.76e-07,2.33e-08,2.33e-08,,,+/-2.33E-08,Jy,2010ApJS..186..378T,uncertainty,104.50 keV,Broad-band measurement,140.921 +22.947 (J2000),Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
2,14-195 keV (Suzaku),-10.5,,log(erg/s/cm^2^),2.53e+19,1.25e-07,,,,,,Jy,2012ApJ...745..107W,no uncertainty reported,104.50 keV,Broad-band measurement,09 23 43.0 +22 54 32.4 (J2000),Modelled datum,,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
3,14-195 keV (Swift),4.1e-11,,erg/cm^2^/s,2.53e+19,1.62e-07,,,,,,Jy,2008ApJ...681..113T,no uncertainty reported,104.50 keV,Broad-band measurement,140.9292 +22.9090 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
4,14-195 keV (Swift),3.91e-11,,erg/cm^2^/s,2.53e+19,1.55e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,104.50 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
5,14-195 keV (Swift),3.99e-11,,erg/cm^2^/s,2.53e+19,1.58e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,104.50 keV,Broad-band measurement,,Modelled datum,Observed flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
6,14-195 keV (Swift),3.566e-11,+/-33.32E-12,erg/s/cm^2^,2.53e+19,1.41e-07,1.32e-07,1.32e-07,,,+/-1.32E-07,Jy,2018ApJS..235....4O,90% confidence,104.50 keV,Broad-band measurement,140.94005170 +22.92252902 (J2000),From fitting to map,S/N = 20.31 ; power law model,From new raw data; NED frequency assigned to mid-point ofband in keV
7,15-150 keV (Swift),3.5e-11,+/-1.3e-11,erg/cm^2^/s,1.99e+19,1.76e-07,6.53e-08,6.53e-08,,,+/-6.53E-08,Jy,2010A&A...524A..64C,uncertainty,82.50 keV,Broad-band measurement,140.956 +22.937 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
8,14-150 keV (Swift),3.42e-11,,erg/cm^2^/s,1.98e+19,1.73e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,82.00 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
9,15-55 keV (Swift),2.05e-11,+/-0.20E-11,erg/cm^2^/s,8.46e+18,2.42e-07,2.36e-08,2.36e-08,,,+/-2.36E-08,Jy,2009ApJ...699..603A,uncertainty,35.00 keV,Broad-band measurement,140.962 +22.936 (J2000),Flux integrated from map,,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
10,20-50 keV (Swift),1.31e-11,,erg/cm^2^/s,8.46e+18,1.55e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,35.00 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
