No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,0.5-8 keV (XMM),1.31e-14,+/-0.43E-14,ergs/s/cm^2^,1.03e+18,1.27e-09,4.17e-10,4.17e-10,,,+/-4.17E-10,Jy,2004MNRAS.349..135G,uncertainty,4.25   keV,Broad-band measurement,13 41 33.22 -00 24 34.2 (J2000),Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
2,0.5-8 keV (XMM),1.31e-14,+/-0.43E-14,erg/s/cm^2^,1.03e+18,1.27e-09,4.17e-10,4.17e-10,,,+/-4.17E-10,Jy,2004MNRAS.352.1005G,uncertainty,4.25 keV,Broad-band measurement,13 41 33.36 -00 24 32.26 (J2000),Flux integrated from map,,Averaged new and previously published data; NED frequencyassigned to mid-point of band in keV
3,u (SDSS PSF) AB,20.656,+/-0.052,asinh mag,836000000000000.0,2.06e-05,9.94e-07,9.94e-07,,,+/-9.94E-07,Jy,2004SDSS2.C...0000:,based on count statistics only,3585       A,Broad-band measurement,205.389053 -0.408918 (J2000),Modelled datum,SDSS flags: CHILD - object is part of a blended parent object; BAD_RADIAL - some low S/N radial points; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding; BRIGHTEST_GALAXY_CHILD - brightest child among one parent's children;,From new raw data
4,u (SDSS Model) AB,18.958,+/-0.036,asinh mag,836000000000000.0,9.83e-05,3.24e-06,3.24e-06,,,+/-3.24E-06,Jy,2004SDSS2.C...0000:,based on count statistics only,3585       A,Broad-band measurement,205.389053 -0.408918 (J2000),Modelled datum,SDSS flags: CHILD - object is part of a blended parent object; BAD_RADIAL - some low S/N radial points; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding; BRIGHTEST_GALAXY_CHILD - brightest child among one parent's children;,From new raw data
5,u (SDSS CModel) AB,18.654,,asinh mag,836000000000000.0,0.000125,,,,,,Jy,2004SDSS2.C...0000:,no uncertainty reported,3585       A,Broad-band measurement,205.389053 -0.408918 (J2000),Modelled datum,SDSS flags: CHILD - object is part of a blended parent object; BAD_RADIAL - some low S/N radial points; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding; BRIGHTEST_GALAXY_CHILD - brightest child among one parent's children;,From new raw data
6,u (SDSS Petrosian)AB,18.887,+/-0.067,asinh mag,836000000000000.0,0.000105,6.48e-06,6.48e-06,,,+/-6.48E-06,Jy,2004SDSS2.C...0000:,based on count statistics only,3585       A,Broad-band measurement,205.389053 -0.408918 (J2000),Modelled datum,"SDSS Petrosian Radius =    2.78"".         
SDSS flags: CHILD - object is part of a blended parent object; BAD_RADIAL - some low S/N radial points; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding; BRIGHTEST_GALAXY_CHILD - brightest child among one parent's children;",From new raw data
7,u (SDSS PSF) AB,20.656,+/-0.052,asinh mag,836000000000000.0,2.06e-05,9.87e-07,9.87e-07,,,+/-9.87E-07,Jy,2007SDSS6.C...0000:,based on count statistics only,3585       A,Broad-band measurement,205.3890506775 -0.4089179583 (J2000),Modelled datum,SDSS flags: CHILD - object is part of a blended parent object; BAD_RADIAL - some low S/N radial points; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding; BRIGHTEST_GALAXY_CHILD - brightest child among one parent's children;,From new raw data
8,u (SDSS CModel) AB,18.654,,asinh mag,836000000000000.0,0.00013,,,,,,Jy,2007SDSS6.C...0000:,no uncertainty reported,3585       A,Broad-band measurement,205.3890506775 -0.4089179583 (J2000),Modelled datum,SDSS flags: CHILD - object is part of a blended parent object; BAD_RADIAL - some low S/N radial points; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding; BRIGHTEST_GALAXY_CHILD - brightest child among one parent's children;,From new raw data
9,u (SDSS Model) AB,18.958,+/-0.036,asinh mag,836000000000000.0,9.84e-05,3.26e-06,3.26e-06,,,+/-3.26E-06,Jy,2007SDSS6.C...0000:,based on count statistics only,3585       A,Broad-band measurement,205.3890506775 -0.4089179583 (J2000),Modelled datum,SDSS flags: CHILD - object is part of a blended parent object; BAD_RADIAL - some low S/N radial points; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding; BRIGHTEST_GALAXY_CHILD - brightest child among one parent's children;,From new raw data
10,B (Johnson) (AAT),17.63,,mag,681000000000000.0,0.000378,,,,,,Jy,2004MNRAS.349..135G,no uncertainty reported,4400   A,Broad-band measurement,13 41 33.22 -00 24 34.2 (J2000),Total flux,,From new raw data
