No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,14-195 keV (Swift),1.67e-11,,erg/cm^2^/s,2.53e+19,6.6e-08,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,104.50 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
2,14-195 keV (Swift),1.78e-11,,erg/cm^2^/s,2.53e+19,7.04e-08,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,104.50 keV,Broad-band measurement,,Modelled datum,Observed flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
3,14-195 keV (Swift),1.787e-11,+/-16.21E-12,erg/s/cm^2^,2.53e+19,7.06e-08,6.41e-08,6.41e-08,,,+/-6.41E-08,Jy,2018ApJS..235....4O,90% confidence,104.50 keV,Broad-band measurement,217.28316460 +01.28557601 (J2000),From fitting to map,S/N = 9.78 ; power law model,From new raw data; NED frequency assigned to mid-point ofband in keV
4,15-150 keV (Swift),1.8e-11,+/-5.5e-12,erg/cm^2^/s,1.99e+19,9.05e-08,2.76e-08,2.76e-08,,,+/-2.76E-08,Jy,2010A&A...524A..64C,uncertainty,82.50 keV,Broad-band measurement,217.294 +01.299 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
5,14-150 keV (Swift),1.46e-11,,erg/cm^2^/s,1.98e+19,7.37e-08,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,82.00 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
6,15-55 keV (Swift),1.26e-11,+/-0.23E-11,erg/cm^2^/s,8.46e+18,1.49e-07,2.72e-08,2.72e-08,,,+/-2.72E-08,Jy,2009ApJ...699..603A,uncertainty,35.00 keV,Broad-band measurement,217.400 +01.300 (J2000),Flux integrated from map,,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
7,20-50 keV (Swift),6.6e-12,,erg/cm^2^/s,8.46e+18,7.8e-08,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,35.00 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
8,2-10 keV,5.25e-12,+/-0.25E-12,ergs cm^-2^ s^-1^,1.45e+18,3.62e-07,1.72e-08,1.72e-08,,,+/-1.72E-08,Jy,2005ApJ...629...61K,uncertainty,6   keV,Broad-band measurement,,Flux integrated from map,Flux from 1997MNRAS.288..920L,Averaged from previously published data; Extinction-correctedfor Milky Way
9,2-10 keV (ASCA),1.203e-11,,ergs s^-1^ cm^-2^,1.45e+18,8.3e-07,,,,,,Jy,2005ApJS..161..185U,no uncertainty reported,6   keV,Broad-band measurement,217.2787 1.2848 (J2000),From fitting to map,,From new raw data; Extinction-corrected for Milky Way; NEDfrequency assigned to mid-point of band in keV
10,2-10 keV (XMM),8.48e-12,,ergs/s/cm^2^,1.45e+18,5.85e-07,,,,,,Jy,2007ApJ...662..860I,no uncertainty reported,6   keV,Broad-band measurement,,Flux integrated from map,Obs date: 2000 Jul 28,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
11,2-10 keV (XMM),7.5e-12,,erg/s/cm^2^,1.45e+18,5.17e-07,,,,,,Jy,2004A&A...422...85P,no uncertainty reported,6   keV,Broad-band measurement,14 29 06.59 +01 17 06.5 (J2000),From fitting to map,Power law model,From reprocessed raw data; Extinction-corrected for MilkyWay; NED frequency assigned to mid-point of band in keV
12,2-10 keV (XMM),7.5e-12,,erg/s/cm^2^,1.45e+18,5.17e-07,,,,,,Jy,2004A&A...422...85P,no uncertainty reported,6   keV,Broad-band measurement,14 29 06.59 +01 17 06.5 (J2000),From fitting to map,Absorbed compTT+power law model,From reprocessed raw data; Extinction-corrected for MilkyWay; NED frequency assigned to mid-point of band in keV
13,2-10 keV (XMM),7.9e-12,+/-0.300E-12,erg/cm^2^/s,1.45e+18,5.45e-07,2.07e-08,2.07e-08,,,+/-2.07E-08,Jy,2009A&A...495..421B,uncertainty,6.00 keV,Broad-band measurement,217.27745 +01.285130 (J2000),From fitting to map,,From new raw data; NED frequency assigned to mid-point ofband in keV
14,2-10 keV (XMM),6.8e-12,,erg/s/cm^2^,1.45e+18,4.69e-07,,,,,,Jy,2010ApJ...713L..11Z,no uncertainty reported,6.00 keV,Broad-band measurement,,Modelled datum,,From reprocessed raw data; Extinction-corrected for MilkyWay; NED frequency assigned to mid-point of band in keV
15,2-10 keV (XMM),-11.09,+/-0.02,log(erg/cm^2^/s),1.45e+18,5.61e-07,2.58e-08,2.58e-08,,,+/-2.58E-08,Jy,2014A&A...567A.142R,uncertainty,6.00 keV,Broad-band measurement,,Modelled datum,Date=2000-07-28; Model=A; see paper,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
16,2-10 keV (Swift),8.2e-12,,erg/cm^2^/s,1.45e+18,5.66e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,6.00 keV,Broad-band measurement,,Modelled datum,Observed flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
17,2-10 keV (Swift),8.1e-12,,erg/cm^2^/s,1.45e+18,5.59e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,6.00 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
18,0.3-10 keV (XMM),2.3e-11,,erg/s/cm^2^,1.25e+18,1.84e-06,,,,,,Jy,2004A&A...422...85P,no uncertainty reported,5.15   keV,Broad-band measurement,14 29 06.59 +01 17 06.5 (J2000),From fitting to map,Power law model,From reprocessed raw data; Extinction-corrected for MilkyWay; NED frequency assigned to mid-point of band in keV
19,0.3-10 keV (XMM),2.32e-11,,erg/s/cm^2^,1.25e+18,1.86e-06,,,,,,Jy,2004A&A...422...85P,no uncertainty reported,5.15   keV,Broad-band measurement,14 29 06.59 +01 17 06.5 (J2000),From fitting to map,Absorbed compTT+power law model,From reprocessed raw data; Extinction-corrected for MilkyWay; NED frequency assigned to mid-point of band in keV
20,4 keV (Einstein),0.62,,microJy,9.67e+17,6.2e-07,,,,,,Jy,1994ApJS...95....1E,no uncertainty reported,4   keV,Broad-band measurement,,Flux integrated from map,From 1992ApJ...384...62C,Averaged from previously published data; Extinction-correctedfor Milky Way; NED frequency assigned to mid-point of band in keV
21,0.7-7 keV (ASCA),1.762e-11,,ergs s^-1^ cm^-2^,9.31e+17,1.89e-06,,,,,,Jy,2005ApJS..161..185U,no uncertainty reported,3.85   keV,Broad-band measurement,217.2787 1.2848 (J2000),From fitting to map,,From new raw data; Extinction-corrected for Milky Way; NEDfrequency assigned to mid-point of band in keV
22,2 keV,-28.91,,log(erg/cm^2^/s/Hz),4.84e+17,1.23e-06,,,,,,Jy,2006AJ....131.2826S,no uncertainty reported,2   keV,Broad-band measurement,14 29 06.57 +01 17 06.1 (J2000),Flux integrated from map,,Averaged new and previously published data
23,0.3-3.5 keV Einstein,0.94,+/-0.05,erg cm^-2^ s^-1^,4.59e+17,2.05e-06,9.43e-08,9.43e-08,,,+/-9.43E-08,Jy,1987ApJ...323..243W,uncertainty,1.9   keV,Broad-band measurement,,Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
24,0.3-3.5 keV Einstein,0.99,+/-0.05,erg cm^-2^ s^-1^,4.59e+17,2.16e-06,9.93e-08,9.93e-08,,,+/-9.93E-08,Jy,1987ApJ...323..243W,uncertainty,1.9   keV,Broad-band measurement,,Flux integrated from map,,From new raw data; Extinction-corrected for Milky Way; NEDfrequency assigned to mid-point of band in keV
25,0.3-3.5 keV (EO IPC),5.301e-12,+/-2.5900E-13,ergs cm^-2^ s^-1^,3.87e+17,1.37e-06,6.69e-08,6.69e-08,,,+/-6.69E-08,Jy,1990ApJS...72..567G,1 sigma,1.6        keV,Broad-band measurement; broad-band flux derived by integration over spectrum; synthetic band,142632.6 +013033.1 (B1950),Integrated from scans,,From new raw data; Extinction-corrected for Milky Way; NEDfrequency assigned to mid-point of band in keV
26,0.7-2 keV (ASCA),8.31e-12,,ergs s^-1^ cm^-2^,3.26e+17,2.55e-06,,,,,,Jy,2005ApJS..161..185U,no uncertainty reported,1.35   keV,Broad-band measurement,217.2787 1.2848 (J2000),From fitting to map,,From new raw data; Extinction-corrected for Milky Way; NEDfrequency assigned to mid-point of band in keV
27,0.5-2 keV (XMM),7.8e-12,+/-0.400E-12,erg/cm^2^/s,3.02e+17,2.58e-06,1.32e-07,1.32e-07,,,+/-1.32E-07,Jy,2009A&A...495..421B,uncertainty,1.25 keV,Broad-band measurement,217.27745 +01.285130 (J2000),From fitting to map,,From new raw data; NED frequency assigned to mid-point ofband in keV
28,1 keV (Einstein),1.67,+/-0.23,microJy,2.42e+17,1.67e-06,3.54e-07,3.54e-07,,,+/-3.54E-07,Jy,1987ApJ...323..243W,uncertainty,1   keV,Broad-band measurement,,Flux integrated from map,,From new raw data; Extinction-corrected for Milky Way; NEDfrequency assigned to mid-point of band in keV
29,1 keV (Einstein),1.62,+/-0.17,microJy,2.42e+17,1.62e-06,2.54e-07,2.54e-07,,,+/-2.54E-07,Jy,1987ApJ...323..243W,uncertainty,1   keV,Broad-band measurement,,Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
30,1 keV (Einstein),3.05,+/-0.09,microJy,2.42e+17,3.05e-06,9e-08,9e-08,,,+/-9.00E-08,Jy,1994ApJS...95....1E,90% confidence,1   keV,Broad-band measurement,,Flux integrated from map,From 1992A&A...253...35M,Averaged from previously published data; Extinction-correctedfor Milky Way; NED frequency assigned to mid-point of band in keV
31,0.2 keV (Einstein),,<50.4,microJy,4.84e+16,,,,5.04e-05,,<5.04E-05,Jy,1994ApJS...95....1E,no uncertainty reported,0.2   keV,Broad-band measurement,,Flux integrated from map,From 1992A&A...253...35M,From reprocessed raw data; Extinction-corrected for MilkyWay; NED frequency assigned to mid-point of band in keV
32,1000 A (FUSE),1.06e-13,+/-0.004E-13,ergs/cm^2^/s/A,3000000000000000.0,0.00354,1.34e-05,1.34e-05,,,+/-1.34E-05,Jy,2004ApJ...615..135S,uncertainty,1000 A,Broad-band measurement,,From fitting to map,Power-law continuum fit,From reprocessed raw data
33,1030 A (FUSE),6.6e-14,,erg/cm^2^/s/A,2910000000000000.0,0.00234,,,,,,Jy,2006ApJS..165..229F,no uncertainty reported,1030   A,Broad-band measurement,,Flux integrated from map,S/N = 23.1,From reprocessed raw data
34,1031 A (FUSE),6.6e-14,,erg/cm^2^/s/A,2910000000000000.0,0.00234,,,,,,Jy,2009ApJS..182..378W,no uncertainty reported,1031 A,Broad-band measurement,,Flux integrated from map,,From new raw data
35,1450 A,7.5e-14,+/-2.0E-14,ergs/cm^2^/s/A,2070000000000000.0,0.00527,0.0014,0.0014,,,+/-1.40E-03,Jy,2005ApJ...629...61K,uncertainty,1450   A,Broad-band measurement,,Flux integrated from map,,From new raw data; Extinction-corrected for Milky Way
36,FUV (GALEX) AB,15.3959,+/-0.00434205,mag,1950000000000000.0,0.00252,1.01e-05,1.01e-05,,,+/-1.01E-05,Jy,2012GMSC..C...0000S,uncertainty,1538.6     A,Broad-band measurement,217.27781290458 1.2853470621635 (J2000),Flux integrated from map,Kron flux in elliptical aperture,From new raw data
37,FUV (GALEX) AB,15.7816,+/-0.00564327,mag,1950000000000000.0,0.00177,9.19e-06,9.19e-06,,,+/-9.19E-06,Jy,2012GMSC..C...0000S,uncertainty,1538.6     A,Broad-band measurement,217.27781290458 1.2853470621635 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
38,1549 A,6.07e-14,,erg/cm^2^/s/A,1940000000000000.0,0.00487,,,,,,Jy,2005MNRAS.356.1029B,no uncertainty reported,1549.05   A,Broad-band measurement,,Not reported in paper,C IV continuum,From new raw data; Extinction-corrected for Milky Way
39,C IV 1549,-11.53,+/-0.01,log(erg/s/cm^2^),1940000000000000.0,295000000000.0,6800000000.0,6800000000.0,,,+/-6.80E+09,Jy-Hz,2009ApJ...702..767W,uncertainty,1549 A,Line measurement; flux integrated over line; lines measured in emission,,Modelled datum,,From reprocessed raw data
40,UVW2 (XMM-OM),12.4,,mag,1410000000000000.0,0.00887,,,,,,Jy,2004MNRAS.352..523P,no uncertainty reported,212 nm,Broad-band measurement,14 29 06.6 +01 17 06.0 (J2000),Not reported in paper,,From new raw data
41,UVM2 (XMM-OM),12.4,,mag,1300000000000000.0,0.00872,,,,,,Jy,2004MNRAS.352..523P,no uncertainty reported,231 nm,Broad-band measurement,14 29 06.6 +01 17 06.0 (J2000),Not reported in paper,,From new raw data
42,NUV (GALEX) AB,14.9528,+/-0.00668832,mag,1290000000000000.0,0.00379,2.34e-05,2.34e-05,,,+/-2.34E-05,Jy,2012GASC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,217.27768455524 1.2853719952395 (J2000),Flux integrated from map,Kron flux in elliptical aperture,From new raw data
43,NUV (GALEX) AB,15.5203,+/-0.00956730,mag,1290000000000000.0,0.00225,1.98e-05,1.98e-05,,,+/-1.98E-05,Jy,2012GASC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,217.27768455524 1.2853719952395 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
44,NUV (GALEX) AB,15.0246,+/-0.00236555,mag,1290000000000000.0,0.00355,7.73e-06,7.73e-06,,,+/-7.73E-06,Jy,2012GMSC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,217.27781290458 1.2853470621635 (J2000),Flux integrated from map,Kron flux in elliptical aperture,From new raw data
45,NUV (GALEX) AB,15.5835,+/-0.00335946,mag,1290000000000000.0,0.00212,6.56e-06,6.56e-06,,,+/-6.56E-06,Jy,2012GMSC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,217.27781290458 1.2853470621635 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
46,2500 A,-25.13,,log(erg/cm^2^/s/Hz),1200000000000000.0,0.00741,,,,,,Jy,2006AJ....131.2826S,no uncertainty reported,2500   A,Broad-band measurement,14 29 06.57 +01 17 06.1 (J2000),Flux integrated from map,,Averaged new and previously published data
47,u (SDSS PSF) AB,14.36,+/-0.017,asinh mag,836000000000000.0,0.00679,0.000106,0.000106,,,+/-1.06E-04,Jy,2007SDSS6.C...0000:,based on count statistics only,3585       A,Broad-band measurement,217.2773905034 1.2850252897 (J2000),Modelled datum,SDSS flags: CHILD - object is part of a blended parent object; BAD_RADIAL - some low S/N radial points; BINNED1 - detected at >=5 sigma in original imaging frame;,From new raw data
48,[O II] (Magellan),-14.27,+/-35  %,log(erg/s/cm^2^),804000000000000.0,537000000.0,188000000.0,188000000.0,,,+/-1.88E+08,Jy-Hz,2009ApJS..184..398H,uncertainty,3727 A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,,From new raw data
49,[Ne III] 3869,1.27e-14,+/-0.3E-15,erg/cm^2^/s,775000000000000.0,1270000000.0,30000000.0,30000000.0,,,+/-3.00E+07,Jy-Hz,2017ApJ...850...74K,uncertainty,3869 A,Line measurement; flux integrated over line; lines measured in emission,,From fitting to map,Spectral fitting flag=2; see paper,From reprocessed raw data
50,[Ne III] 3968,,<7.7E-15,erg/cm^2^/s,756000000000000.0,,,,770000000.0,,<7.70E+08,Jy-Hz,2017ApJ...850...74K,3 sigma,3968 A,Line measurement; flux integrated over line; lines measured in emission,,From fitting to map,Spectral fitting flag=2; see paper,From reprocessed raw data
51,B Johnson (FLWO),14.86,+/-0.061,mag,681000000000000.0,0.00485,0.000274,0.000274,,,+/-2.74E-04,Jy,1994ApJS...95....1E,uncertainty,4400   A,Broad-band measurement,,Flux in fixed aperture,"14"" aperture",From new raw data; derived from a flux in a different bandand a color
52,B Johnson (FLWO),15.019,+/-0.074,mag,681000000000000.0,0.00419,0.000287,0.000287,,,+/-2.87E-04,Jy,1994ApJS...95....1E,uncertainty,4400   A,Broad-band measurement,,Flux in fixed aperture,"14"" aperture",From new raw data; derived from a flux in a different bandand a color
53,B (LCO),14.4,+/-0.00,mag,678000000000000.0,0.0074,0.0,0.0,,,+/-0.00E+00,Jy,2011ApJS..193...28P,uncertainty,4419 A,Broad-band measurement,14 29 06.5 +01 17 06 (J2000),Flux in fixed aperture,,From new raw data
54,Fe II (Magellan),-12.66,+/-35  %,log(erg/s/cm^2^),656000000000000.0,21900000000.0,7660000000.0,7660000000.0,,,+/-7.66E+09,Jy-Hz,2009ApJS..184..398H,uncertainty,4570 A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,,From new raw data
55,J_pg,16.0,+/-0.3,mag,641000000000000.0,0.00157,0.000435,0.000435,,,+/-4.35E-04,Jy,2007ApJS..170...33P,estimated error,4680   A,Broad-band measurement,14 29 06.46 +01 17 06.2 (J2000),Flux in fixed aperture,Isophotal mag,From reprocessed raw data
56,b_J,17.47,+/-0.12,mag,641000000000000.0,0.000406,4.75e-05,4.75e-05,,,+/-4.75E-05,Jy,1990MNRAS.243..692M,rms uncertainty,4680      A,Broad-band measurement,142633.73 +013026.7 (B1950),Flux integrated from map,,From new raw data
57,He II (Magellan),-14.64,+/-35  %,log(erg/s/cm^2^),640000000000000.0,229000000.0,80200000.0,80200000.0,,,+/-8.02E+07,Jy-Hz,2009ApJS..184..398H,uncertainty,4686 A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,Narrow component,From new raw data
58,He II (Magellan),-13.21,+/-35  %,log(erg/s/cm^2^),640000000000000.0,6170000000.0,2160000000.0,2160000000.0,,,+/-2.16E+09,Jy-Hz,2009ApJS..184..398H,uncertainty,4686 A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,Broad component,From new raw data
