No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,FUV (GALEX) AB,20.9348,+/-0.255572,mag,1950000000000000.0,1.53e-05,3.61e-06,3.61e-06,,,+/-3.61E-06,Jy,2012GASC..C...0000S,uncertainty,1538.6     A,Broad-band measurement,160.12197977712 10.888238569434 (J2000),Flux integrated from map,Kron flux in elliptical aperture,From new raw data
2,FUV (GALEX) AB,21.803,+/-0.364523,mag,1950000000000000.0,6.9e-06,2.32e-06,2.32e-06,,,+/-2.32E-06,Jy,2012GASC..C...0000S,uncertainty,1538.6     A,Broad-band measurement,160.12197977712 10.888238569434 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
3,NUV (GALEX) AB,20.9476,+/-0.186167,mag,1290000000000000.0,1.52e-05,2.6e-06,2.6e-06,,,+/-2.60E-06,Jy,2012GASC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,160.12197977712 10.888238569434 (J2000),Flux integrated from map,Kron flux in elliptical aperture,From new raw data
4,NUV (GALEX) AB,21.9164,+/-0.244405,mag,1290000000000000.0,6.22e-06,1.4e-06,1.4e-06,,,+/-1.40E-06,Jy,2012GASC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,160.12197977712 10.888238569434 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
5,u (SDSS PSF) AB,20.274,+/-0.072,asinh mag,836000000000000.0,2.93e-05,1.94e-06,1.94e-06,,,+/-1.94E-06,Jy,2005SDSS4.C...0000:,based on count statistics only,3585       A,Broad-band measurement,160.121536 10.888415 (J2000),Modelled datum,SDSS flags: BAD_RADIAL - some low S/N radial points; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding;,From new raw data
6,u (SDSS Model) AB,19.269,+/-0.057,asinh mag,836000000000000.0,7.39e-05,3.9e-06,3.9e-06,,,+/-3.90E-06,Jy,2005SDSS4.C...0000:,based on count statistics only,3585       A,Broad-band measurement,160.121536 10.888415 (J2000),Modelled datum,SDSS flags: BAD_RADIAL - some low S/N radial points; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding;,From new raw data
7,u (SDSS CModel) AB,18.997,,asinh mag,836000000000000.0,9.14e-05,,,,,,Jy,2005SDSS4.C...0000:,no uncertainty reported,3585       A,Broad-band measurement,160.121536 10.888415 (J2000),Modelled datum,SDSS flags: BAD_RADIAL - some low S/N radial points; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding;,From new raw data
8,u (SDSS Petrosian)AB,19.017,+/-0.149,asinh mag,836000000000000.0,9.32e-05,1.28e-05,1.28e-05,,,+/-1.28E-05,Jy,2005SDSS4.C...0000:,based on count statistics only,3585       A,Broad-band measurement,160.121536 10.888415 (J2000),Modelled datum,"SDSS Petrosian Radius =    3.07"".         
SDSS flags: BAD_RADIAL - some low S/N radial points; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding;",From new raw data
9,u (SDSS PSF) AB,20.274,+/-0.072,asinh mag,836000000000000.0,2.93e-05,1.94e-06,1.94e-06,,,+/-1.94E-06,Jy,2007SDSS6.C...0000:,based on count statistics only,3585       A,Broad-band measurement,160.1215388104 10.8884152420 (J2000),Modelled datum,SDSS flags: BAD_RADIAL - some low S/N radial points; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding;,From new raw data
10,u (SDSS CModel) AB,18.997,,asinh mag,836000000000000.0,9.49e-05,,,,,,Jy,2007SDSS6.C...0000:,no uncertainty reported,3585       A,Broad-band measurement,160.1215388104 10.8884152420 (J2000),Modelled datum,SDSS flags: BAD_RADIAL - some low S/N radial points; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding;,From new raw data
11,u (SDSS Model) AB,19.269,+/-0.057,asinh mag,836000000000000.0,7.39e-05,3.88e-06,3.88e-06,,,+/-3.88E-06,Jy,2007SDSS6.C...0000:,based on count statistics only,3585       A,Broad-band measurement,160.1215388104 10.8884152420 (J2000),Modelled datum,SDSS flags: BAD_RADIAL - some low S/N radial points; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding;,From new raw data
12,[O II] 3727 Palomar,3.25e-15,,ergs s^-1^ cm^-2^,804000000000000.0,326000000.0,,,,,,Jy-Hz,2006AJ....132.2596D,no uncertainty reported,3727   A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,,From new raw data; derived from a flux in a different bandand a color
13,g (SDSS PSF) AB,18.79,+/-0.029,asinh mag,617000000000000.0,0.000111,2.95e-06,2.95e-06,,,+/-2.95E-06,Jy,2005SDSS4.C...0000:,based on count statistics only,4858       A,Broad-band measurement,160.121536 10.888415 (J2000),Modelled datum,SDSS flags: COSMIC_RAY - contains a cosmic ray pixel; BAD_RADIAL - some low S/N radial points; INTERP - object contains interpolated-over pixels; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding;,From new raw data
14,g (SDSS Model) AB,17.73,+/-0.007,asinh mag,617000000000000.0,0.000294,1.97e-06,1.97e-06,,,+/-1.97E-06,Jy,2005SDSS4.C...0000:,based on count statistics only,4858       A,Broad-band measurement,160.121536 10.888415 (J2000),Modelled datum,SDSS flags: COSMIC_RAY - contains a cosmic ray pixel; BAD_RADIAL - some low S/N radial points; INTERP - object contains interpolated-over pixels; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding;,From new raw data
15,g (SDSS CModel) AB,17.661,,asinh mag,617000000000000.0,0.000313,,,,,,Jy,2005SDSS4.C...0000:,no uncertainty reported,4858       A,Broad-band measurement,160.121536 10.888415 (J2000),Modelled datum,SDSS flags: COSMIC_RAY - contains a cosmic ray pixel; BAD_RADIAL - some low S/N radial points; INTERP - object contains interpolated-over pixels; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding;,From new raw data
16,g (SDSS Petrosian)AB,17.717,+/-0.016,asinh mag,617000000000000.0,0.000297,4.35e-06,4.35e-06,,,+/-4.35E-06,Jy,2005SDSS4.C...0000:,based on count statistics only,4858       A,Broad-band measurement,160.121536 10.888415 (J2000),Modelled datum,"SDSS Petrosian Radius =    2.61"".         
SDSS flags: COSMIC_RAY - contains a cosmic ray pixel; BAD_RADIAL - some low S/N radial points; INTERP - object contains interpolated-over pixels; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding;",From new raw data
17,H{beta} (Palomar),6.82e-16,,ergs s^-1^ cm^-2^,617000000000000.0,68200000.0,,,,,,Jy-Hz,2006AJ....132.2596D,no uncertainty reported,4861   A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,,From new raw data; derived from a flux in a different bandand a color
18,g (SDSS PSF) AB,18.79,+/-0.029,asinh mag,617000000000000.0,0.000111,2.96e-06,2.96e-06,,,+/-2.96E-06,Jy,2007SDSS6.C...0000:,based on count statistics only,4858       A,Broad-band measurement,160.1215388104 10.8884152420 (J2000),Modelled datum,SDSS flags: COSMIC_RAY - contains a cosmic ray pixel; BAD_RADIAL - some low S/N radial points; INTERP - object contains interpolated-over pixels; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding;,From new raw data
19,g (SDSS CModel) AB,17.661,,asinh mag,617000000000000.0,0.000313,,,,,,Jy,2007SDSS6.C...0000:,no uncertainty reported,4858       A,Broad-band measurement,160.1215388104 10.8884152420 (J2000),Modelled datum,SDSS flags: COSMIC_RAY - contains a cosmic ray pixel; BAD_RADIAL - some low S/N radial points; INTERP - object contains interpolated-over pixels; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding;,From new raw data
20,g (SDSS Model) AB,17.73,+/-0.007,asinh mag,617000000000000.0,0.000294,1.89e-06,1.89e-06,,,+/-1.89E-06,Jy,2007SDSS6.C...0000:,based on count statistics only,4858       A,Broad-band measurement,160.1215388104 10.8884152420 (J2000),Modelled datum,SDSS flags: COSMIC_RAY - contains a cosmic ray pixel; BAD_RADIAL - some low S/N radial points; INTERP - object contains interpolated-over pixels; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding;,From new raw data
