No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,14-195 keV (Swift),3.22e-11,+/-0.70E-11,erg/s/cm^2^,2.53e+19,1.27e-07,2.77e-08,2.77e-08,,,+/-2.77E-08,Jy,2010ApJS..186..378T,uncertainty,104.50 keV,Broad-band measurement,120.080 +26.638 (J2000),Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
2,14-195 keV (Swift),2.99e-11,,erg/cm^2^/s,2.53e+19,1.18e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,104.50 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
3,14-195 keV (Swift),3.22e-11,,erg/cm^2^/s,2.53e+19,1.27e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,104.50 keV,Broad-band measurement,,Modelled datum,Observed flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
4,14-195 keV (Swift),3.38e-11,+/-29.55E-12,erg/s/cm^2^,2.53e+19,1.34e-07,1.17e-07,1.17e-07,,,+/-1.17E-07,Jy,2018ApJS..235....4O,90% confidence,104.50 keV,Broad-band measurement,120.04926050 +26.62232259 (J2000),From fitting to map,S/N = 13.85 ; power law model,From new raw data; NED frequency assigned to mid-point ofband in keV
5,15-150 keV (Swift),2.8e-11,+/-1.5e-11,erg/cm^2^/s,1.99e+19,1.41e-07,7.54e-08,7.54e-08,,,+/-7.54E-08,Jy,2010A&A...524A..64C,uncertainty,82.50 keV,Broad-band measurement,120.066 +26.628 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
6,14-150 keV (Swift),2.62e-11,,erg/cm^2^/s,1.98e+19,1.32e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,82.00 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
7,15-55 keV (Swift),1.79e-11,+/-0.24E-11,erg/cm^2^/s,8.46e+18,2.12e-07,2.84e-08,2.84e-08,,,+/-2.84E-08,Jy,2009ApJ...699..603A,uncertainty,35.00 keV,Broad-band measurement,120.099 +26.648 (J2000),Flux integrated from map,,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
8,20-50 keV (Swift),1.02e-11,,erg/cm^2^/s,8.46e+18,1.21e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,35.00 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
9,2-10 keV (Swift),3.9e-12,,erg/cm^2^/s,1.45e+18,2.69e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,6.00 keV,Broad-band measurement,,Modelled datum,Observed flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
10,2-10 keV (Swift),4e-12,,erg/cm^2^/s,1.45e+18,2.76e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,6.00 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
11,FUV (GALEX) AB,17.9896,+/-0.0661155,mag,1950000000000000.0,0.000231,1.41e-05,1.41e-05,,,+/-1.41E-05,Jy,2012GASC..C...0000S,uncertainty,1538.6     A,Broad-band measurement,120.08714971638 26.613852577375 (J2000),Flux integrated from map,Kron flux in elliptical aperture,From new raw data
12,FUV (GALEX) AB,20.1191,+/-0.190932,mag,1950000000000000.0,3.25e-05,5.72e-06,5.72e-06,,,+/-5.72E-06,Jy,2012GASC..C...0000S,uncertainty,1538.6     A,Broad-band measurement,120.08714971638 26.613852577375 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
13,NUV (GALEX) AB,17.3829,+/-0.0286295,mag,1290000000000000.0,0.000404,1.07e-05,1.07e-05,,,+/-1.07E-05,Jy,2012GASC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,120.08714971638 26.613852577375 (J2000),Flux integrated from map,Kron flux in elliptical aperture,From new raw data
14,NUV (GALEX) AB,19.4263,+/-0.0766380,mag,1290000000000000.0,6.16e-05,4.35e-06,4.35e-06,,,+/-4.35E-06,Jy,2012GASC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,120.08714971638 26.613852577375 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
15,u (SDSS PSF) AB,18.407,+/-0.020,asinh mag,836000000000000.0,0.000163,2.96e-06,2.96e-06,,,+/-2.96E-06,Jy,2004SDSS3.C...0000:,based on count statistics only,3585       A,Broad-band measurement,120.087433 26.613531 (J2000),Modelled datum,SDSS flags: CHILD - object is part of a blended parent object; BAD_RADIAL - some low S/N radial points; INTERP - object contains interpolated-over pixels; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding; BRIGHTEST_GALAXY_CHILD - brightest child among one parent's children;,From new raw data
16,u (SDSS Model) AB,15.846,+/-0.007,asinh mag,836000000000000.0,0.00173,1.08e-05,1.08e-05,,,+/-1.08E-05,Jy,2004SDSS3.C...0000:,based on count statistics only,3585       A,Broad-band measurement,120.087433 26.613531 (J2000),Modelled datum,SDSS flags: CHILD - object is part of a blended parent object; BAD_RADIAL - some low S/N radial points; INTERP - object contains interpolated-over pixels; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding; BRIGHTEST_GALAXY_CHILD - brightest child among one parent's children;,From new raw data
17,u (SDSS CModel) AB,15.735,,asinh mag,836000000000000.0,0.00185,,,,,,Jy,2004SDSS3.C...0000:,no uncertainty reported,3585       A,Broad-band measurement,120.087433 26.613531 (J2000),Modelled datum,SDSS flags: CHILD - object is part of a blended parent object; BAD_RADIAL - some low S/N radial points; INTERP - object contains interpolated-over pixels; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding; BRIGHTEST_GALAXY_CHILD - brightest child among one parent's children;,From new raw data
18,u (SDSS Petrosian)AB,15.85,+/-0.015,asinh mag,836000000000000.0,0.00172,2.39e-05,2.39e-05,,,+/-2.39E-05,Jy,2004SDSS3.C...0000:,based on count statistics only,3585       A,Broad-band measurement,120.087433 26.613531 (J2000),Modelled datum,"SDSS Petrosian Radius =    6.73"".         
SDSS flags: CHILD - object is part of a blended parent object; BAD_RADIAL - some low S/N radial points; INTERP - object contains interpolated-over pixels; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding; BRIGHTEST_GALAXY_CHILD - brightest child among one parent's children;",From new raw data
