No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,FUV (GALEX) AB,20.47,,mag,1960000000000000.0,2.36e-05,,,,,,Jy,2011ApJ...726L...7O,no uncertainty reported,1530 A,Broad-band measurement,,Total flux,,From reprocessed raw data
2,FUV (GALEX) AB,21.0664,+/-0.112279,mag,1950000000000000.0,1.36e-05,1.41e-06,1.41e-06,,,+/-1.41E-06,Jy,2012GMSC..C...0000S,uncertainty,1538.6     A,Broad-band measurement,13.664818842082 15.912688811893 (J2000),Flux integrated from map,Kron flux in elliptical aperture,From new raw data
3,FUV (GALEX) AB,21.9799,+/-0.152999,mag,1950000000000000.0,5.86e-06,8.26e-07,8.26e-07,,,+/-8.26E-07,Jy,2012GMSC..C...0000S,uncertainty,1538.6     A,Broad-band measurement,13.664818842082 15.912688811893 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
4,NUV (GALEX) AB,20.23,,mag,1300000000000000.0,2.94e-05,,,,,,Jy,2011ApJ...726L...7O,no uncertainty reported,2310 A,Broad-band measurement,,Total flux,,From reprocessed raw data
5,NUV (GALEX) AB,20.8306,+/-0.0825959,mag,1290000000000000.0,1.69e-05,1.29e-06,1.29e-06,,,+/-1.29E-06,Jy,2012GMSC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,13.664818842082 15.912688811893 (J2000),Flux integrated from map,Kron flux in elliptical aperture,From new raw data
6,NUV (GALEX) AB,21.968,+/-0.0931162,mag,1290000000000000.0,5.93e-06,5.08e-07,5.08e-07,,,+/-5.08E-07,Jy,2012GMSC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,13.664818842082 15.912688811893 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
7,u (SDSS CModel) AB,20.189,,asinh mag,836000000000000.0,3.05e-05,,,,,,Jy,2004SDSS2.C...0000:,no uncertainty reported,3585       A,Broad-band measurement,13.665821 15.913037 (J2000),Modelled datum,SDSS flags: CHILD - object is part of a blended parent object; BAD_RADIAL - some low S/N radial points; PETROFAINT - Petrosian radius measured at very low surface brightness; ELLIPFAINT - no isophotal fits performed; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding; BRIGHTEST_GALAXY_CHILD - brightest child among one parent's children;,From new raw data
8,u (SDSS Petrosian)AB,20.209,+/-0.125,asinh mag,836000000000000.0,3.11e-05,3.57e-06,3.57e-06,,,+/-3.57E-06,Jy,2004SDSS2.C...0000:,based on count statistics only,3585       A,Broad-band measurement,13.665821 15.913037 (J2000),Modelled datum,"SDSS Petrosian Radius =    0.82"".         
SDSS flags: CHILD - object is part of a blended parent object; BAD_RADIAL - some low S/N radial points; PETROFAINT - Petrosian radius measured at very low surface brightness; ELLIPFAINT - no isophotal fits performed; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding; BRIGHTEST_GALAXY_CHILD - brightest child among one parent's children;",From new raw data
9,u (SDSS PSF) AB,20.363,+/-0.069,asinh mag,836000000000000.0,2.7e-05,1.71e-06,1.71e-06,,,+/-1.71E-06,Jy,2007SDSS6.C...0000:,based on count statistics only,3585       A,Broad-band measurement,13.6658215927 15.9130372157 (J2000),Modelled datum,SDSS flags: CHILD - object is part of a blended parent object; BAD_RADIAL - some low S/N radial points; PETROFAINT - Petrosian radius measured at very low surface brightness; ELLIPFAINT - no isophotal fits performed; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding; BRIGHTEST_GALAXY_CHILD - brightest child among one parent's children;,From new raw data
10,u (SDSS CModel) AB,20.189,,asinh mag,836000000000000.0,3.16e-05,,,,,,Jy,2007SDSS6.C...0000:,no uncertainty reported,3585       A,Broad-band measurement,13.6658215927 15.9130372157 (J2000),Modelled datum,SDSS flags: CHILD - object is part of a blended parent object; BAD_RADIAL - some low S/N radial points; PETROFAINT - Petrosian radius measured at very low surface brightness; ELLIPFAINT - no isophotal fits performed; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding; BRIGHTEST_GALAXY_CHILD - brightest child among one parent's children;,From new raw data
11,u (SDSS Model) AB,20.104,+/-0.058,asinh mag,836000000000000.0,3.42e-05,1.83e-06,1.83e-06,,,+/-1.83E-06,Jy,2007SDSS6.C...0000:,based on count statistics only,3585       A,Broad-band measurement,13.6658215927 15.9130372157 (J2000),Modelled datum,SDSS flags: CHILD - object is part of a blended parent object; BAD_RADIAL - some low S/N radial points; PETROFAINT - Petrosian radius measured at very low surface brightness; ELLIPFAINT - no isophotal fits performed; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding; BRIGHTEST_GALAXY_CHILD - brightest child among one parent's children;,From new raw data
12,u (SDSS PSF) AB,20.363,+/-0.069,asinh mag,836000000000000.0,2.69e-05,1.7e-06,1.7e-06,,,+/-1.70E-06,Jy,2004SDSS2.C...0000:,based on count statistics only,3585       A,Broad-band measurement,13.665821 15.913037 (J2000),Modelled datum,SDSS flags: CHILD - object is part of a blended parent object; BAD_RADIAL - some low S/N radial points; PETROFAINT - Petrosian radius measured at very low surface brightness; ELLIPFAINT - no isophotal fits performed; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding; BRIGHTEST_GALAXY_CHILD - brightest child among one parent's children;,From new raw data
13,u (SDSS Model) AB,20.104,+/-0.058,asinh mag,836000000000000.0,3.42e-05,1.82e-06,1.82e-06,,,+/-1.82E-06,Jy,2004SDSS2.C...0000:,based on count statistics only,3585       A,Broad-band measurement,13.665821 15.913037 (J2000),Modelled datum,SDSS flags: CHILD - object is part of a blended parent object; BAD_RADIAL - some low S/N radial points; PETROFAINT - Petrosian radius measured at very low surface brightness; ELLIPFAINT - no isophotal fits performed; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding; BRIGHTEST_GALAXY_CHILD - brightest child among one parent's children;,From new raw data
14,g (SDSS Petrosian)AB,19.542,+/-0.027,asinh mag,617000000000000.0,5.53e-05,1.4e-06,1.4e-06,,,+/-1.40E-06,Jy,2004SDSS2.C...0000:,based on count statistics only,4858       A,Broad-band measurement,13.665821 15.913037 (J2000),Modelled datum,"SDSS Petrosian Radius =    0.81"".         
SDSS flags: CHILD - object is part of a blended parent object; BAD_RADIAL - some low S/N radial points; BINNED1 - detected at >=5 sigma in original imaging frame; BRIGHTEST_GALAXY_CHILD - brightest child among one parent's children;",From new raw data
15,g (SDSS PSF) AB,19.694,+/-0.031,asinh mag,617000000000000.0,4.81e-05,1.37e-06,1.37e-06,,,+/-1.37E-06,Jy,2007SDSS6.C...0000:,based on count statistics only,4858       A,Broad-band measurement,13.6658215927 15.9130372157 (J2000),Modelled datum,SDSS flags: CHILD - object is part of a blended parent object; BAD_RADIAL - some low S/N radial points; BINNED1 - detected at >=5 sigma in original imaging frame; BRIGHTEST_GALAXY_CHILD - brightest child among one parent's children;,From new raw data
16,g (SDSS CModel) AB,19.522,,asinh mag,617000000000000.0,5.64e-05,,,,,,Jy,2007SDSS6.C...0000:,no uncertainty reported,4858       A,Broad-band measurement,13.6658215927 15.9130372157 (J2000),Modelled datum,SDSS flags: CHILD - object is part of a blended parent object; BAD_RADIAL - some low S/N radial points; BINNED1 - detected at >=5 sigma in original imaging frame; BRIGHTEST_GALAXY_CHILD - brightest child among one parent's children;,From new raw data
17,g (SDSS Model) AB,19.422,+/-0.014,asinh mag,617000000000000.0,6.18e-05,8.14e-07,8.14e-07,,,+/-8.14E-07,Jy,2004SDSS2.C...0000:,based on count statistics only,4858       A,Broad-band measurement,13.665821 15.913037 (J2000),Modelled datum,SDSS flags: CHILD - object is part of a blended parent object; BAD_RADIAL - some low S/N radial points; BINNED1 - detected at >=5 sigma in original imaging frame; BRIGHTEST_GALAXY_CHILD - brightest child among one parent's children;,From new raw data
18,g (SDSS Model) AB,19.422,+/-0.014,asinh mag,617000000000000.0,6.18e-05,7.97e-07,7.97e-07,,,+/-7.97E-07,Jy,2007SDSS6.C...0000:,based on count statistics only,4858       A,Broad-band measurement,13.6658215927 15.9130372157 (J2000),Modelled datum,SDSS flags: CHILD - object is part of a blended parent object; BAD_RADIAL - some low S/N radial points; BINNED1 - detected at >=5 sigma in original imaging frame; BRIGHTEST_GALAXY_CHILD - brightest child among one parent's children;,From new raw data
19,g (SDSS CModel) AB,19.522,,asinh mag,617000000000000.0,5.64e-05,,,,,,Jy,2004SDSS2.C...0000:,no uncertainty reported,4858       A,Broad-band measurement,13.665821 15.913037 (J2000),Modelled datum,SDSS flags: CHILD - object is part of a blended parent object; BAD_RADIAL - some low S/N radial points; BINNED1 - detected at >=5 sigma in original imaging frame; BRIGHTEST_GALAXY_CHILD - brightest child among one parent's children;,From new raw data
20,g (SDSS PSF) AB,19.694,+/-0.031,asinh mag,617000000000000.0,4.81e-05,1.4e-06,1.4e-06,,,+/-1.40E-06,Jy,2004SDSS2.C...0000:,based on count statistics only,4858       A,Broad-band measurement,13.665821 15.913037 (J2000),Modelled datum,SDSS flags: CHILD - object is part of a blended parent object; BAD_RADIAL - some low S/N radial points; BINNED1 - detected at >=5 sigma in original imaging frame; BRIGHTEST_GALAXY_CHILD - brightest child among one parent's children;,From new raw data
21,r (SDSS PSF) AB,19.078,+/-0.020,asinh mag,477000000000000.0,8.49e-05,1.56e-06,1.56e-06,,,+/-1.56E-06,Jy,2007SDSS6.C...0000:,based on count statistics only,6290       A,Broad-band measurement,13.6658215927 15.9130372157 (J2000),Modelled datum,SDSS flags: CHILD - object is part of a blended parent object; BAD_RADIAL - some low S/N radial points; BINNED1 - detected at >=5 sigma in original imaging frame; BRIGHTEST_GALAXY_CHILD - brightest child among one parent's children; CANONICAL_BAND - this band was primary (usually r);,From new raw data
22,r (SDSS Model) AB,18.795,+/-0.013,asinh mag,477000000000000.0,0.00011,1.32e-06,1.32e-06,,,+/-1.32E-06,Jy,2004SDSS2.C...0000:,based on count statistics only,6290       A,Broad-band measurement,13.665821 15.913037 (J2000),Modelled datum,"SDSS Effective Radius =   0.18"" x   0.17"".;SDSS flags: CHILD - object is part of a blended parent object; BAD_RADIAL - some low S/N radial points; BINNED1 - detected at >=5 sigma in original imaging frame; BRIGHTEST_GALAXY_CHILD - brightest child among one parent's children; CANONICAL_BAND - this band was primary (usually r);",From new raw data
