No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,FUV (GALEX) AB,19.4906,+/-0.163356,mag,1950000000000000.0,5.8e-05,8.73e-06,8.73e-06,,,+/-8.73E-06,Jy,2012GASC..C...0000S,uncertainty,1538.6     A,Broad-band measurement,216.43155832020 33.757254634302 (J2000),Flux integrated from map,Kron flux in elliptical aperture,From new raw data
2,FUV (GALEX) AB,20.2804,+/-0.251831,mag,1950000000000000.0,2.8e-05,6.5e-06,6.5e-06,,,+/-6.50E-06,Jy,2012GASC..C...0000S,uncertainty,1538.6     A,Broad-band measurement,216.43155832020 33.757254634302 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
3,FUV (GALEX) AB,19.2047,+/-0.0286408,mag,1950000000000000.0,7.55e-05,1.99e-06,1.99e-06,,,+/-1.99E-06,Jy,2012GMSC..C...0000S,uncertainty,1538.6     A,Broad-band measurement,216.43142995294 33.757523332174 (J2000),Flux integrated from map,Kron flux in elliptical aperture,From new raw data
4,FUV (GALEX) AB,19.823,+/-0.0422544,mag,1950000000000000.0,4.27e-05,1.66e-06,1.66e-06,,,+/-1.66E-06,Jy,2012GMSC..C...0000S,uncertainty,1538.6     A,Broad-band measurement,216.43142995294 33.757523332174 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
5,NUV (GALEX) AB,18.6807,+/-0.0660506,mag,1290000000000000.0,0.000122,7.44e-06,7.44e-06,,,+/-7.44E-06,Jy,2012GASC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,216.43155832020 33.757254634302 (J2000),Flux integrated from map,Kron flux in elliptical aperture,From new raw data
6,NUV (GALEX) AB,19.4388,+/-0.100168,mag,1290000000000000.0,6.09e-05,5.62e-06,5.62e-06,,,+/-5.62E-06,Jy,2012GASC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,216.43155832020 33.757254634302 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
7,NUV (GALEX) AB,18.6624,+/-0.0120873,mag,1290000000000000.0,0.000124,1.39e-06,1.39e-06,,,+/-1.39E-06,Jy,2012GMSC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,216.43142995294 33.757523332174 (J2000),Flux integrated from map,Kron flux in elliptical aperture,From new raw data
8,NUV (GALEX) AB,19.3052,+/-0.0168064,mag,1290000000000000.0,6.89e-05,1.07e-06,1.07e-06,,,+/-1.07E-06,Jy,2012GMSC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,216.43142995294 33.757523332174 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
9,u (SDSS PSF) AB,18.67,+/-0.024,asinh mag,836000000000000.0,0.000128,2.83e-06,2.83e-06,,,+/-2.83E-06,Jy,2006SDSS5.C...0000:,based on count statistics only,3585       A,Broad-band measurement,216.431549 33.757572 (J2000),Modelled datum,SDSS flags: BAD_RADIAL - some low S/N radial points; INTERP - object contains interpolated-over pixels; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding; INTERP_CENTER - interpolated pixel(s) within 3 pixels of center; PSF_FLUX_INTERP - a signifcant amount of PSF's flux is interpolated;,From new raw data
10,u (SDSS Model) AB,17.83,+/-0.015,asinh mag,836000000000000.0,0.000278,3.84e-06,3.84e-06,,,+/-3.84E-06,Jy,2006SDSS5.C...0000:,based on count statistics only,3585       A,Broad-band measurement,216.431549 33.757572 (J2000),Modelled datum,SDSS flags: BAD_RADIAL - some low S/N radial points; INTERP - object contains interpolated-over pixels; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding; INTERP_CENTER - interpolated pixel(s) within 3 pixels of center; PSF_FLUX_INTERP - a signifcant amount of PSF's flux is interpolated;,From new raw data
