No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,FUV (GALEX) AB,19.04,+/-0.17,mag,1960000000000000.0,8.79e-05,1.38e-05,1.38e-05,,,+/-1.38E-05,Jy,2007ApJS..173..441H,uncertainty,1528 A,Broad-band measurement,52.19166 +01.19744 (J2000),Flux in fixed aperture,,From new raw data; Extinction-corrected for Milky Way
2,FUV (GALEX) AB,19.19,,mag,1960000000000000.0,7.66e-05,,,,,,Jy,2011ApJ...726L...7O,no uncertainty reported,1530 A,Broad-band measurement,,Total flux,,From reprocessed raw data
3,FUV (GALEX) AB,19.9851,+/-0.227614,mag,1950000000000000.0,3.68e-05,7.72e-06,7.72e-06,,,+/-7.72E-06,Jy,2012GASC..C...0000S,uncertainty,1538.6     A,Broad-band measurement,52.192000964969 1.1976841984531 (J2000),Flux integrated from map,Kron flux in elliptical aperture,From new raw data
4,FUV (GALEX) AB,20.5575,+/-0.301856,mag,1950000000000000.0,2.17e-05,6.04e-06,6.04e-06,,,+/-6.04E-06,Jy,2012GASC..C...0000S,uncertainty,1538.6     A,Broad-band measurement,52.192000964969 1.1976841984531 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
5,FUV (GALEX) AB,20.1594,+/-0.0538412,mag,1950000000000000.0,3.14e-05,1.55e-06,1.55e-06,,,+/-1.55E-06,Jy,2012GMSC..C...0000S,uncertainty,1538.6     A,Broad-band measurement,52.191380030090 1.1976463276505 (J2000),Flux integrated from map,Kron flux in elliptical aperture,From new raw data
6,FUV (GALEX) AB,20.5281,+/-0.0514843,mag,1950000000000000.0,2.23e-05,1.06e-06,1.06e-06,,,+/-1.06E-06,Jy,2012GMSC..C...0000S,uncertainty,1538.6     A,Broad-band measurement,52.191380030090 1.1976463276505 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
7,NUV (GALEX) AB,19.05,+/-0.12,mag,1320000000000000.0,8.71e-05,9.63e-06,9.63e-06,,,+/-9.63E-06,Jy,2007ApJS..173..441H,uncertainty,2271 A,Broad-band measurement,52.19166 +01.19744 (J2000),Flux in fixed aperture,,From new raw data; Extinction-corrected for Milky Way
8,NUV (GALEX) AB,19.05,,mag,1300000000000000.0,8.71e-05,,,,,,Jy,2011ApJ...726L...7O,no uncertainty reported,2310 A,Broad-band measurement,,Total flux,,From reprocessed raw data
9,NUV (GALEX) AB,20.0503,+/-0.157338,mag,1290000000000000.0,3.47e-05,5.02e-06,5.02e-06,,,+/-5.02E-06,Jy,2012GASC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,52.192000964969 1.1976841984531 (J2000),Flux integrated from map,Kron flux in elliptical aperture,From new raw data
10,NUV (GALEX) AB,20.7531,+/-0.183831,mag,1290000000000000.0,1.81e-05,3.07e-06,3.07e-06,,,+/-3.07E-06,Jy,2012GASC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,52.192000964969 1.1976841984531 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
11,NUV (GALEX) AB,19.9614,+/-0.0296231,mag,1290000000000000.0,3.76e-05,1.03e-06,1.03e-06,,,+/-1.03E-06,Jy,2012GMSC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,52.191380030090 1.1976463276505 (J2000),Flux integrated from map,Kron flux in elliptical aperture,From new raw data
12,NUV (GALEX) AB,20.5697,+/-0.0309052,mag,1290000000000000.0,2.15e-05,6.11e-07,6.11e-07,,,+/-6.11E-07,Jy,2012GMSC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,52.191380030090 1.1976463276505 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
13,F330W (HST) AB,18.97,,mag,899000000000000.0,9.38e-05,,,,,,Jy,2008ApJ...677...37O,no uncertainty reported,3334 A,Broad-band measurement,03 28 45.99 +01 11 50.8 (J2000),Flux in fixed aperture,,From new raw data; Extinction-corrected for Milky Way
