No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,FUV (GALEX) AB,,>21.7630,mag,1950000000000000.0,,,,,7.16e-06,<7.16E-06,Jy,2012GASC..C...0000S,3 sigma,1538.6     A,Broad-band measurement,217.37830167983 42.863684265792 (J2000),Flux integrated from map,upper limit inside NUV Kron aperture,From new raw data
2,FUV (GALEX) AB,24.1353,+/-1.64851,mag,1950000000000000.0,8.05e-07,1.22e-06,1.22e-06,,,+/-1.22E-06,Jy,2012GASC..C...0000S,uncertainty,1538.6     A,Broad-band measurement,217.37830167983 42.863684265792 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
3,NUV (GALEX) AB,21.9666,+/-0.311636,mag,1290000000000000.0,5.93e-06,1.7e-06,1.7e-06,,,+/-1.70E-06,Jy,2012GASC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,217.37830167983 42.863684265792 (J2000),Flux integrated from map,Kron flux in elliptical aperture,From new raw data
4,NUV (GALEX) AB,22.171,+/-0.286177,mag,1290000000000000.0,4.92e-06,1.3e-06,1.3e-06,,,+/-1.30E-06,Jy,2012GASC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,217.37830167983 42.863684265792 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
5,NUV (GALEX) AB,21.7682,+/-0.116104,mag,1290000000000000.0,7.12e-06,7.62e-07,7.62e-07,,,+/-7.62E-07,Jy,2012GMSC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,217.37777779803 42.863590502627 (J2000),Flux integrated from map,Kron flux in elliptical aperture,From new raw data
6,NUV (GALEX) AB,22.6808,+/-0.102525,mag,1290000000000000.0,3.07e-06,2.9e-07,2.9e-07,,,+/-2.90E-07,Jy,2012GMSC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,217.37777779803 42.863590502627 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
7,u (SDSS CModel) AB,19.93,,asinh mag,836000000000000.0,3.87e-05,,,,,,Jy,2004SDSS3.C...0000:,no uncertainty reported,3585       A,Broad-band measurement,217.378098 42.863636 (J2000),Modelled datum,SDSS flags: CHILD - object is part of a blended parent object; BAD_RADIAL - some low S/N radial points; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding; BRIGHTEST_GALAXY_CHILD - brightest child among one parent's children;,From new raw data
8,u (SDSS Petrosian)AB,19.865,+/-0.124,asinh mag,836000000000000.0,4.27e-05,4.86e-06,4.86e-06,,,+/-4.86E-06,Jy,2004SDSS3.C...0000:,based on count statistics only,3585       A,Broad-band measurement,217.378098 42.863636 (J2000),Modelled datum,"SDSS Petrosian Radius =    2.30"".         
SDSS flags: CHILD - object is part of a blended parent object; BAD_RADIAL - some low S/N radial points; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding; BRIGHTEST_GALAXY_CHILD - brightest child among one parent's children;",From new raw data
9,u (SDSS PSF) AB,20.769,+/-0.073,asinh mag,836000000000000.0,1.85e-05,1.25e-06,1.25e-06,,,+/-1.25E-06,Jy,2007SDSS6.C...0000:,based on count statistics only,3585       A,Broad-band measurement,217.3780900403 42.8636345553 (J2000),Modelled datum,SDSS flags: CHILD - object is part of a blended parent object; BAD_RADIAL - some low S/N radial points; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding; BRIGHTEST_GALAXY_CHILD - brightest child among one parent's children;,From new raw data
10,u (SDSS CModel) AB,19.93,,asinh mag,836000000000000.0,4.02e-05,,,,,,Jy,2007SDSS6.C...0000:,no uncertainty reported,3585       A,Broad-band measurement,217.3780900403 42.8636345553 (J2000),Modelled datum,SDSS flags: CHILD - object is part of a blended parent object; BAD_RADIAL - some low S/N radial points; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding; BRIGHTEST_GALAXY_CHILD - brightest child among one parent's children;,From new raw data
11,u (SDSS Model) AB,19.985,+/-0.068,asinh mag,836000000000000.0,3.82e-05,2.39e-06,2.39e-06,,,+/-2.39E-06,Jy,2007SDSS6.C...0000:,based on count statistics only,3585       A,Broad-band measurement,217.3780900403 42.8636345553 (J2000),Modelled datum,SDSS flags: CHILD - object is part of a blended parent object; BAD_RADIAL - some low S/N radial points; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding; BRIGHTEST_GALAXY_CHILD - brightest child among one parent's children;,From new raw data
12,u (SDSS PSF) AB,20.769,+/-0.073,asinh mag,836000000000000.0,1.85e-05,1.24e-06,1.24e-06,,,+/-1.24E-06,Jy,2004SDSS3.C...0000:,based on count statistics only,3585       A,Broad-band measurement,217.378098 42.863636 (J2000),Modelled datum,SDSS flags: CHILD - object is part of a blended parent object; BAD_RADIAL - some low S/N radial points; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding; BRIGHTEST_GALAXY_CHILD - brightest child among one parent's children;,From new raw data
13,u (SDSS Model) AB,19.985,+/-0.068,asinh mag,836000000000000.0,3.82e-05,2.37e-06,2.37e-06,,,+/-2.37E-06,Jy,2004SDSS3.C...0000:,based on count statistics only,3585       A,Broad-band measurement,217.378098 42.863636 (J2000),Modelled datum,SDSS flags: CHILD - object is part of a blended parent object; BAD_RADIAL - some low S/N radial points; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding; BRIGHTEST_GALAXY_CHILD - brightest child among one parent's children;,From new raw data
