No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,2.0-10.0 keV,1.8e-13,+/-0.5E-13,erg cm^-2^ s^-1^,1.45e+18,1.24e-08,3.45e-09,3.45e-09,,,+/-3.45E-09,Jy,2006MNRAS.366..339B,uncertainty,6   keV,Broad-band measurement,11 45 28.99 +31 33 49.43 (J2000),Corrected to total flux from single aperture measurement,,From new raw data; NED frequency assigned to mid-point ofband in keV
2,0.5-2.5 keV Chandra,1.4e-15,+/-0.06E-14,erg/s/cm^2^,3.63e+17,3.86e-10,1.65e-10,1.65e-10,,,+/-1.65E-10,Jy,2007MNRAS.381.1109B,uncertainty,1.50 keV,Broad-band measurement,11 45 28.99 +31 33 49.43 (J2000),Flux integrated from map,,From reprocessed raw data; Extinction-corrected for MilkyWay; NED frequency assigned to mid-point of band in keV
3,1 keV,1.2,+/-0.3,nJy,2.42e+17,1.2e-09,3e-10,3e-10,,,+/-3.00E-10,Jy,2006MNRAS.366..339B,uncertainty,1   keV,Broad-band measurement,11 45 28.99 +31 33 49.43 (J2000),Corrected to total flux from single aperture measurement,,From new raw data
4,Ly{alpha} (HST),2.86e-14,,erg/s/cm^2^,2470000000000000.0,2860000000.0,,,,,,Jy-Hz,2009ApJ...694L..31Z,no uncertainty reported,1216 A,Line measurement; flux integrated over line; lines measured in emission,11 45 29.0 +31 33 49 (J2000),Flux in fixed aperture,,From new raw data
5,J (UKIRT),17.39,+/-0.10,mag,240000000000000.0,0.000177,1.71e-05,1.71e-05,,,+/-1.71E-05,Jy,1984MNRAS.211..833L,based on count statistics only,1.25       microns,Broad-band measurement,,Flux in fixed aperture,10.8 arcsec aperture,From new raw data; Extinction-corrected for Milky Way
6,J (UKIRT),17.46,+/-0.10,mag,240000000000000.0,0.000158,1.52e-05,1.52e-05,,,+/-1.52E-05,Jy,1982MNRAS.199.1053L,uncertainty,1.25    microns,Broad-band measurement,,Flux in fixed aperture,"10.8"" aperture",From new raw data; Extinction-corrected for internal andMilky Way and K-correction applied
7,H (UKIRT),16.65,+/-0.10,mag,184000000000000.0,0.000223,2.15e-05,2.15e-05,,,+/-2.15E-05,Jy,1984MNRAS.211..833L,based on count statistics only,1.63       microns,Broad-band measurement,,Flux in fixed aperture,10.8 arcsec aperture,From new raw data; Extinction-corrected for Milky Way
8,H (UKIRT),16.65,+/-0.10,mag,182000000000000.0,0.000214,2.07e-05,2.07e-05,,,+/-2.07E-05,Jy,1982MNRAS.199.1053L,uncertainty,1.65    microns,Broad-band measurement,,Flux in fixed aperture,"10.8"" aperture",From new raw data; Extinction-corrected for internal andMilky Way and K-correction applied
9,K' (UKIRT),0.24,+/-5   %,milliJy,141000000000000.0,0.00024,1.2e-05,1.2e-05,,,+/-1.20E-05,Jy,2005MNRAS.364..640K,estimated error,2.120   microns,Broad-band measurement,,Flux in fixed aperture,"5.5"" diameter aperture",From new raw data
10,K (UKIRT),16.01,+/-0.09,mag,137000000000000.0,0.000259,2.24e-05,2.24e-05,,,+/-2.24E-05,Jy,1984MNRAS.211..833L,based on count statistics only,2.20       microns,Broad-band measurement,,Flux in fixed aperture,10.8 arcsec aperture,From new raw data; Extinction-corrected for Milky Way
11,K (UKIRT),16.01,+/-0.09,mag,136000000000000.0,0.000245,2.11e-05,2.11e-05,,,+/-2.11E-05,Jy,1982MNRAS.199.1053L,uncertainty,2.20    microns,Broad-band measurement,,Flux in fixed aperture,"10.8"" aperture",From new raw data; Extinction-corrected for internal andMilky Way and K-correction applied
12,W1 (WISE),14.459,+/-0.033,mag,88200000000000.0,0.00051,1.55e-05,1.55e-05,,,+/-1.55E-05,Jy,2014MNRAS.438.1149G,rms uncertainty,3.4 microns,Broad-band measurement,,Flux in fixed aperture,,From reprocessed raw data
13,4.5 microns (ISOCAM),1.3,+/-0.5,milliJy,66600000000000.0,0.0013,0.0005,0.0005,,,+/-5.00E-04,Jy,2004A&A...421..129S,1 sigma,4.5   microns,Broad-band measurement,,From multi-aperture data,,From reprocessed raw data
14,W2 (WISE),12.972,+/-0.028,mag,65200000000000.0,0.00111,2.87e-05,2.87e-05,,,+/-2.87E-05,Jy,2014MNRAS.438.1149G,rms uncertainty,4.6 microns,Broad-band measurement,,Flux in fixed aperture,,From reprocessed raw data
15,5.5 microns (IRS),0.00666,+/-1.50E-03,Jy,54500000000000.0,0.00666,0.0015,0.0015,,,+/-1.50E-03,Jy,2009ApJ...705...14D,uncertainty,5.5 microns,Broad-band measurement,,Flux integrated from map,,From reprocessed raw data
16,6.7 microns (ISOCAM),2.4,+/-0.2,milliJy,44700000000000.0,0.0024,0.0002,0.0002,,,+/-2.00E-04,Jy,2004A&A...421..129S,1 sigma,6.7   microns,Broad-band measurement,,From multi-aperture data,,From reprocessed raw data
17,7 microns (IRS),9.0,+/-0.1,milliJy,42800000000000.0,0.009,0.0001,0.0001,,,+/-1.00E-04,Jy,2006ApJ...647..161O,uncertainty,7   microns,Broad-band measurement,,Flux integrated from map,,From new raw data
18,[Ne VI] 7.65 microns,6e-15,+/-0.2E-14,ergs s^-1^ cm^-2^,39200000000000.0,600000000.0,200000000.0,200000000.0,,,+/-2.00E+08,Jy-Hz,2006ApJ...647..161O,uncertainty,7.65   microns,Line measurement; flux integrated over line,,Flux integrated from map,,From new raw data
19,7.7 microns (IRS),6.2e-14,+/-0.23E-13,ergs/s/cm^2^,38900000000000.0,6200000000.0,2300000000.0,2300000000.0,,,+/-2.30E+09,Jy-Hz,2007ApJ...669..841S,uncertainty,7.7 microns,Line measurement; flux integrated over line,,From fitting to map,,From new raw data
20,10 microns (IRS),0.0106,+/-1.19E-03,Jy,30000000000000.0,0.0106,0.00119,0.00119,,,+/-1.19E-03,Jy,2009ApJ...705...14D,uncertainty,10 microns,Broad-band measurement,,Flux integrated from map,,From reprocessed raw data
21,[S IV] 10.51 microns,1.6e-14,+/-0.4E-14,ergs s^-1^ cm^-2^,28500000000000.0,1600000000.0,400000000.0,400000000.0,,,+/-4.00E+08,Jy-Hz,2006ApJ...647..161O,uncertainty,10.51   microns,Line measurement; flux integrated over line,,Flux integrated from map,,From new raw data
22,11.3 microns (IRS),,<0.30E-13,ergs/s/cm^2^,26500000000000.0,,,,3000000000.0,,<3.00E+09,Jy-Hz,2007ApJ...669..841S,no uncertainty reported,11.3 microns,Line measurement; flux integrated over line,,From fitting to map,,From new raw data
23,12 microns (ISOCAM),6.0,+/-1.6,milliJy,25000000000000.0,0.006,0.0016,0.0016,,,+/-1.60E-03,Jy,2004A&A...421..129S,1 sigma,12.0   microns,Broad-band measurement,,From multi-aperture data,,From reprocessed raw data
24,W3 (WISE),9.255,+/-0.028,mag,25000000000000.0,0.00629,0.000162,0.000162,,,+/-1.62E-04,Jy,2014MNRAS.438.1149G,rms uncertainty,12 microns,Broad-band measurement,,Flux in fixed aperture,,From reprocessed raw data
