No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,FUV (GALEX) AB,19.27,+/-0.04,mag,1960000000000000.0,7.11e-05,2.62e-06,2.62e-06,,,+/-2.62E-06,Jy,2007ApJS..173..441H,uncertainty,1528 A,Broad-band measurement,349.55417 -00.69060 (J2000),Flux in fixed aperture,,From new raw data; Extinction-corrected for Milky Way
2,FUV (GALEX) AB,19.23,,mag,1960000000000000.0,7.38e-05,,,,,,Jy,2011ApJ...726L...7O,no uncertainty reported,1530 A,Broad-band measurement,,Total flux,,From reprocessed raw data
3,FUV (GALEX),19.38,,mag,1960000000000000.0,9.12e-06,,,,,,Jy,2014A&A...561A..33I,no uncertainty reported,1528 A,Broad-band measurement,23 18 13.00 -00 41 26.15 (J2000),Flux in fixed aperture,,Averaged from previously published data
4,FUV (GALEX) AB,19.2502,+/-0.0569804,mag,1950000000000000.0,7.24e-05,3.8e-06,3.8e-06,,,+/-3.80E-06,Jy,2012GASC..C...0000S,uncertainty,1538.6     A,Broad-band measurement,349.55382501049 -0.690629167389 (J2000),Flux integrated from map,Kron flux in elliptical aperture,From new raw data
5,FUV (GALEX) AB,19.936,+/-0.0807220,mag,1950000000000000.0,3.85e-05,2.86e-06,2.86e-06,,,+/-2.86E-06,Jy,2012GASC..C...0000S,uncertainty,1538.6     A,Broad-band measurement,349.55382501049 -0.690629167389 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
6,FUV (GALEX) AB,19.4299,+/-0.0311932,mag,1950000000000000.0,6.14e-05,1.76e-06,1.76e-06,,,+/-1.76E-06,Jy,2012GMSC..C...0000S,uncertainty,1538.6     A,Broad-band measurement,349.55391709961 -0.690285608860 (J2000),Flux integrated from map,Kron flux in elliptical aperture,From new raw data
7,FUV (GALEX) AB,19.9106,+/-0.0369291,mag,1950000000000000.0,3.94e-05,1.34e-06,1.34e-06,,,+/-1.34E-06,Jy,2012GMSC..C...0000S,uncertainty,1538.6     A,Broad-band measurement,349.55391709961 -0.690285608860 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
8,NUV (GALEX) AB,18.82,+/-0.02,mag,1320000000000000.0,0.000108,1.98e-06,1.98e-06,,,+/-1.98E-06,Jy,2007ApJS..173..441H,uncertainty,2271 A,Broad-band measurement,349.55417 -00.69060 (J2000),Flux in fixed aperture,,From new raw data; Extinction-corrected for Milky Way
9,NUV (GALEX),19.11,,mag,1320000000000000.0,1.78e-05,,,,,,Jy,2014A&A...561A..33I,no uncertainty reported,2271 A,Broad-band measurement,23 18 13.00 -00 41 26.15 (J2000),Flux in fixed aperture,,Averaged from previously published data
10,NUV (GALEX) AB,18.87,,mag,1300000000000000.0,0.000103,,,,,,Jy,2011ApJ...726L...7O,no uncertainty reported,2310 A,Broad-band measurement,,Total flux,,From reprocessed raw data
11,NUV (GALEX) AB,19.137,+/-0.0372935,mag,1290000000000000.0,8.04e-05,2.76e-06,2.76e-06,,,+/-2.76E-06,Jy,2012GASC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,349.55382501049 -0.690629167389 (J2000),Flux integrated from map,Kron flux in elliptical aperture,From new raw data
12,NUV (GALEX) AB,19.9746,+/-0.0500583,mag,1290000000000000.0,3.72e-05,1.71e-06,1.71e-06,,,+/-1.71E-06,Jy,2012GASC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,349.55382501049 -0.690629167389 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
13,NUV (GALEX) AB,19.1094,+/-0.0190780,mag,1290000000000000.0,8.25e-05,1.45e-06,1.45e-06,,,+/-1.45E-06,Jy,2012GMSC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,349.55391709961 -0.690285608860 (J2000),Flux integrated from map,Kron flux in elliptical aperture,From new raw data
14,NUV (GALEX) AB,19.7147,+/-0.0197804,mag,1290000000000000.0,4.72e-05,8.6e-07,8.6e-07,,,+/-8.60E-07,Jy,2012GMSC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,349.55391709961 -0.690285608860 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
