No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,[O II] 3727 Palomar,6.7e-16,,ergs s^-1^ cm^-2^,804000000000000.0,67000000.0,,,,,,Jy-Hz,2006AJ....132.2596D,no uncertainty reported,3727   A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,,From new raw data; derived from a flux in a different bandand a color
2,H{beta} (Palomar),2.48e-17,,ergs s^-1^ cm^-2^,617000000000000.0,2480000.0,,,,,,Jy-Hz,2006AJ....132.2596D,no uncertainty reported,4861   A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,,From new raw data; derived from a flux in a different bandand a color
3,[O III] 5007 Palomar,3.72e-16,,ergs s^-1^ cm^-2^,599000000000000.0,37200000.0,,,,,,Jy-Hz,2006AJ....132.2596D,no uncertainty reported,5007   A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,,From new raw data; derived from a flux in a different bandand a color
4,[O I] 6300 Palomar,2.48e-16,,ergs s^-1^ cm^-2^,476000000000000.0,24800000.0,,,,,,Jy-Hz,2006AJ....132.2596D,no uncertainty reported,6300   A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,,From new raw data; derived from a flux in a different bandand a color
5,[N II] 6548 Palomar,8.68e-16,,ergs s^-1^ cm^-2^,458000000000000.0,86800000.0,,,,,,Jy-Hz,2006AJ....132.2596D,no uncertainty reported,6548   A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,,From new raw data; derived from a flux in a different bandand a color
6,H{alpha} (Palomar),2.48e-15,,ergs s^-1^ cm^-2^,457000000000000.0,248000000.0,,,,,,Jy-Hz,2006AJ....132.2596D,no uncertainty reported,6563   A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,,From new raw data
7,[N II] 6583 Palomar,1.88e-15,,ergs s^-1^ cm^-2^,455000000000000.0,188000000.0,,,,,,Jy-Hz,2006AJ....132.2596D,no uncertainty reported,6583   A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,,From new raw data; derived from a flux in a different bandand a color
8,[S II] 6716 Palomar,8.18e-16,,ergs s^-1^ cm^-2^,446000000000000.0,81800000.0,,,,,,Jy-Hz,2006AJ....132.2596D,no uncertainty reported,6716   A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,,From new raw data; derived from a flux in a different bandand a color
9,[S II] 6731 Palomar,3.47e-16,,ergs s^-1^ cm^-2^,445000000000000.0,34700000.0,,,,,,Jy-Hz,2006AJ....132.2596D,no uncertainty reported,6731   A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,,From new raw data; derived from a flux in a different bandand a color
10,J (2MASS/FLWO),14.816,+/-0.052,mag,243000000000000.0,0.00189,9.04e-05,9.04e-05,,,+/-9.04E-05,Jy,2006AJ....131.1163S,uncertainty,1.235      microns,Broad-band measurement,,Flux in fixed aperture,"4"" aperture",From new raw data
11,J (2MASS/FLWO),15.238,+/-0.058,mag,243000000000000.0,0.00128,6.84e-05,6.84e-05,,,+/-6.84E-05,Jy,2006AJ....131.1163S,uncertainty,1.235      microns,Broad-band measurement,,Flux in fixed aperture,Profile-fit,From new raw data
12,J_14arcsec (2MASS),14.475,+/-0.067,mag,240000000000000.0,0.00258,0.000164,0.000164,,,+/-1.64E-04,Jy,20032MASX.C.......:,1 sigma uncert.,1.25      microns,Broad-band measurement,183835.41 +355219.9 (J2000),Flux in fixed aperture,14.0 x 14.0 arcsec aperture.,From new raw data; Corrected for contaminating sources
13,J,14.572,+/-0.064,mag,240000000000000.0,0.00236,0.000143,0.000143,,,+/-1.43E-04,Jy,20032MASX.C.......:,1 sigma uncert.,1.25      microns,Broad-band measurement,183835.41 +355219.9 (J2000),Flux in fixed aperture,12.6 x   10.3 arcsec integration area.,From new raw data
