Main_id RA DEC otype redshift otypes [NeV]* [NeV]_err* [NeII]* [NeII]_err* [NeV]/[NeII]* [NeV]/[NeII]_err* [NeV]$^+$ [NeV]_err$^+$ [NeIII]$^+$ [NeIII]_err$^+$ [NeV]/[NeIII]$^+$ [NeV]/[NeIII]_err$^+$ [NeIII]$^-$ [NeIII]_err$^-$ [NeII]$^-$ [NeII]_err$^-$ [NeIII]/[NeII]$^-$ [NeIII]/[NeII]_err$^-$ bayes.agn.fracAGN bayes.agn.fracAGN_err bayes.agn.i bayes.agn.i_err bayes.agn.disk_luminosity bayes.agn.disk_luminosity_err bayes.agn.luminosity bayes.agn.luminosity_err bayes.sfh.sfr bayes.sfh.sfr_err bayes.stellar.m_star bayes.stellar.m_star_err best.reduced_chi_square log.reduced_chi_square NED_Ne_IR_info
"ESO 428-14" 109.13002590105002 -29.324689673990008 Sy2 0.005554 *|AGN|Em*|G|GiG|IR|PN|Sy2 62700000000.0 0.0 50800000000.0 0.0 1.234251968503937 nan 76166666666.66667 0.0 159333333333.33334 0.0 0.4761513525598033 nan 142000000000.0 0.0 50800000000.0 0.0 2.795275590551181 nan 0.6920240404271087 0.04029785388440798 89.76834902070145 1.5078312307712307 8.567175244193584e+32 5.660726754555586e+32 2.512244863623393e+36 1.6986826816723898e+35 0.13350524561725596 0.0823319205253414 3123735481.858563 731046766.5362461 2.953192862460787 0.47029181011015897 NeII|NeIII|NeV
"FRL   49" 279.24263995131 -59.40230064619999 Sy2 0.020020516993793088 *|AGN|G|IR|Rad|Sy2|X|cm|gam 25900000000.0 3111784054.204276 38200000000.0 3032045514.1702604 0.679306653491436 0.0936334481683558 25900000000.0 3111784054.204276 45350000000.0 2487126856.434951 0.5723061415298312 0.07258289196914339 45350000000.0 2487126856.434951 38200000000.0 3032045514.1702604 1.1870882740447959 0.11112198378899256 0.8432789403815109 0.0492810805835125 24.07704673952913 21.246987104586566 4.607399952308774e+36 1.4128781523797903e+36 4.678485936226344e+37 3.58730969244481e+36 0.7982277260702109 0.6520420237889518 20721159541.48983 14877120783.186636 1.3337991351090626 0.1250904314680868 NeII|NeIII|NeV
"IC 1816" 37.962433242130004 -36.67215466354 Sy2 0.017052 *|AGN|G|IR|Rad|Sy2|X 6210000000.0 610000000.0 18400000000.0 1510000000.0 0.3375 0.04319943340218127 6210000000.0 610000000.0 19600000000.0 1170000000.0 0.3168367346938776 0.0364186280043404 19600000000.0 1170000000.0 18400000000.0 1510000000.0 1.065217391304348 0.10809757081977944 0.331239582891002 0.04874950470872682 84.11866333703821 9.425920911141807 7.189040821331826e+33 8.073332035456197e+33 4.13517980528181e+36 5.416575284890378e+35 1.5567031382999512 0.37544129907196144 13429700064.20825 1858860437.566388 1.4063996465017004 0.14810874856987002 NeII|NeIII|NeV
"IC 3639" 190.22014370180997 -36.75584916977 Sy2 0.011018278109241386 *|AGN|G|HI|IR|Rad|Sy2|gam 9733333333.333334 3000000000.0 42066666666.666664 2000000000.0 0.230947518558138 0.07782808543175092 9733333333.333334 3000000000.0 29333333333.333332 3000000000.0 0.3376180101670298 0.0912742494553753 29333333333.333332 3000000000.0 42066666666.666664 2000000000.0 0.7039990491317925 0.08897142237801987 0.3320615714769551 0.12000755981523398 78.13690137247495 23.53952743887017 8.284656265558231e+34 2.3178059900641573e+35 8.354592128812326e+36 2.6452115036776793e+36 4.496805615364817 1.3131079032326223 3867247998.6127653 1404149625.2752469 2.409856589181603 0.38199119843368246 NeII|NeIII|NeV
"IC 5063" 313.00970416666667 -57.068777777777775 Sy2 0.011274 AGN|Bla|G|HI|IR|PaG|Rad|Sy2|X|cm|gam 29825000000.0 2587585747.371476 26100000000.0 3892158784.016911 1.1354681752792213 0.20290470616763012 29825000000.0 2587585747.371476 65775000000.0 6131769728.226917 0.450535448442171 0.05866033322880811 65775000000.0 6131769728.226917 26100000000.0 3892158784.016911 2.517748845577966 0.4434471496069245 0.8476503501422938 0.01877252578551941 89.80151522338576 1.4164815049356847 1.316941278078793e+34 7.142036637294187e+33 1.8539665132122412e+37 9.269832566061207e+35 0.4138140908474616 0.18436387885697847 18070349618.447323 1127584784.9021113 2.9587528303603103 0.47110868638598635 NeII|NeIII|NeV
"ICRF J015002.6-072548" 27.51123991483 -7.4301260200999995 Sy2 0.017665554481694132 *|AGN|G|GiC|IR|Rad|Sy2|X 6380000000.0 320000000.0 13700000000.0 300000000.0 0.4656934306569343 0.025486719634650257 6380000000.0 320000000.0 9950000000.0 340000000.0 0.6412060301507537 0.03891516232715167 10633333333.333334 1056219674.1208715 14466666666.666666 1044030650.891055 0.734184914841849 0.08350064889163664 0.8427136789654033 0.03627744872824862 89.98698377643008 0.3646959457394998 6.132565414421874e+33 6.918464246058534e+32 9.331936925482781e+36 4.665968462741391e+35 0.03618927067693709 0.04986386724400799 1847679398.1815937 549743184.9861008 2.894616221446265 0.46159099156718 NeII|NeIII|NeV
"ICRF J134733.3+121724" 206.88901439033 12.290059502559998 Sy2 0.12118 *|AGN|BiC|G|GiP|IR|PoG|QSO|Rad|Sy1|Sy2|UV|X|gam|rG 1195000000.0 220000000.0 5080000000.0 390000000.0 0.22949999026081536 0.046000879187634514 1195000000.0 220000000.0 3860000000.0 210000000.0 0.3559893089721199 0.0834931740022381 3860000000.0 210000000.0 5080000000.0 390000000.0 0.7764350688560353 0.05500925232249293 0.858331376115545 0.019584733832010814 80.69564787361841 2.5441952125355347 1.00074796142857e+36 2.2318445589569643e+35 5.9044892784853145e+38 2.9522446392426574e+37 10.397574463083785 9.709295829939471 76052575469.65604 7749064764.827298 2.4987995391560354 0.3977314171787347 NeII|NeIII|NeV
"IRAS 03450+0055" 56.91745322117999 1.0872355601600001 Sy1 0.03 *|AGN|Em*|G|IR|QSO|Sy1|UV|X nan nan nan nan nan nan nan nan nan nan nan nan 1820000000.0 250000000.0 1090000000.0 250000000.0 1.6697247706422018 0.44639302066669045 0.8528160053119294 0.0621798484020676 51.59103093722021 3.657789144698462 3.521944691147144e+36 1.335613304853446e+36 3.5500936258063345e+37 3.247758417041993e+36 0.6346136426451755 1.0415099717032739 8670457969.580845 2402754392.1269517 2.8747349031278793 0.45859780192408617 NeII|NeIII
"IRAS 04385-0828" 70.2290037068 -8.37281297812 Sy2 0.015064 *|AGN|G|GiG|IR|Sy2 2280000000.0 470000000.0 13900000000.0 530000000.0 0.16402877697841728 0.0343865128420725 2280000000.0 470000000.0 7060000000.0 410000000.0 0.32294617563739375 0.06916357647608341 10706666666.666666 2041592515.6602626 17266666666.666668 2069033590.8341362 0.5886091127098322 0.1099808767728643 0.8377533360368383 0.06730830419243483 70.32589149419321 1.8647530604544669 1.6554325950846278e+35 1.3103526308916087e+34 2.0205722029631742e+37 1.4887814750924684e+36 0.6844996795586241 0.41201421991957277 4342492760.317619 1127492251.8120458 1.2743039230362945 0.10527302011565542 NeII|NeIII|NeV
"IRAS 11215-2806" 171.01134137064 -28.387635868379995 Sy2 0.01374 *|AGN|G|IR|Rad|Sy2 2600000000.0 0.0 1500000000.0 0.0 1.7333333333333334 nan 2600000000.0 0.0 5200000000.0 0.0 0.5 nan 5200000000.0 0.0 1500000000.0 0.0 3.466666666666667 nan 0.624932997402754 0.04328182673798755 89.73614138914886 1.7896915518918 4.4617424386427654e+33 2.1900581464866994e+33 2.953104895021653e+36 2.0001096480303678e+35 0.023230379198341557 0.0047825672228307995 1728105153.0779061 218737464.4946145 1.1317730064596891 0.05375933151006612 NeII|NeIII|NeV
"IRAS 13342+3932" 204.10025809492 39.29197361511 Sy1 0.178992 *|AGN|G|IR|QSO|Rad|Sy1 3400000000.0 98000000.0 5370000000.0 111000000.0 0.633147113594041 0.022457192734740374 nan nan nan nan nan nan nan nan nan nan nan nan 0.3416859595233642 0.05733345450826463 20.696788539528345 18.60157879652063 5.244269548788772e+37 2.0628281317772114e+37 4.192140905139845e+38 3.652471896244399e+37 180.752923912576 27.25249949094406 63790696915.93641 39808407523.10863 0.7284114056952462 -0.13762326250407214 NeII|NeV
"IRAS 15091-2107" 227.99918701431997 -21.317093535079998 Sy1 0.04445742260800971 *|AGN|G|IR|Rad|Sy1|X|rG 8480000000.0 0.0 11500000000.0 0.0 0.7373913043478261 nan 8480000000.0 0.0 16300000000.0 0.0 0.5202453987730061 nan 16300000000.0 0.0 11500000000.0 0.0 1.4173913043478261 nan 0.7048986680518148 0.0232534961087664 31.684799239319645 16.37089840210391 7.860281452529397e+36 3.496622088580792e+36 7.41647502220087e+37 3.846633634468707e+36 3.8493847698856127 2.2926215774981986 42161721863.6718 17565293117.0527 0.6710510672302853 -0.17324442860535602 NeII|NeIII|NeV
"IRAS 15206+3342" 230.658765 33.526639 Sy2 0.1253 AGN|G|IR|QSO|Rad|Sy2|rG nan nan nan nan nan nan nan nan nan nan nan nan 19900000000.0 0.0 11000000000.0 0.0 1.809090909090909 nan 0.5153095994738343 0.04191682288211098 89.99883892465458 0.1077479278825821 8.907261170019424e+34 8.46876829976887e+33 3.035011617666654e+38 2.7344923322412176e+37 86.275721643404 9.5685741566668 18024335340.833733 2846983754.8494043 1.5869551332615788 0.2005646484609842 NeII|NeIII
"IRAS 15480-0344" 237.67290535321 -3.8883307173999997 Sy2 0.030128 AGN|G|IR|Rad|Sy2|X 7386666666.666667 1033247308.2471592 6046666666.666667 1038460398.8597735 1.2038984354962812 0.25932086961975026 7386666666.666667 1033247308.2471592 11233333333.333334 1049952379.872535 0.6557338086749852 0.08768295539876554 11233333333.333334 1049952379.872535 6046666666.666667 1038460398.8597735 1.8333760793365819 0.35290271054840283 0.657044496734918 0.06921057673077123 68.82858421442535 7.553112405908068 1.3296363908035014e+35 4.343398026713218e+34 2.934195929626717e+37 2.1112440430024048e+36 2.9085672983809343 1.1716855005951134 15707091388.192818 5422963410.248266 2.171241583579499 0.3367081479953668 NeII|NeIII|NeV
"IRAS F08216+3009" 126.18035444664999 29.989864667169996 Sy2 0.02542 *|AG?|AGN|G|IR|Rad|Sy2 3610000000.0 278000000.0 3320000000.0 204000000.0 1.0873493975903614 0.10712386204260943 3610000000.0 278000000.0 4950000000.0 344000000.0 0.7292929292929293 0.07564925658479515 4950000000.0 344000000.0 3320000000.0 204000000.0 1.4909638554216869 0.13830755068043765 0.777737043211813 0.051811549070075055 60.54286662727594 2.2703485482784718 2.8624293572804466e+35 2.2926350872410123e+34 1.4674414081995686e+37 7.337207040997844e+35 0.4890786324543346 0.4854538070795247 4405243420.126725 1031022629.5611107 1.4166830198999942 0.1512726885621815 NeII|NeIII|NeV
"LBQS 1244+0238" 191.64688659443 2.3691062628799995 Sy1 0.04813 *|AGN|G|IR|QSO|Rad|Sy1|SyG|UV|X|gam 531000000.0 0.0 942000000.0 0.0 0.5636942675159236 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.8151979140808848 0.03656422618211834 15.57214918143781 13.56613543105838 1.377908895869648e+37 1.4787770871377332e+36 2.8071969447959663e+37 1.9312577004145336e+36 1.1582572168062766 0.3299340216587913 1368484483.687932 889591597.5834 1.8315171573480142 0.26281099141807124 NeII|NeV
"LEDA   17155" 80.25583108574 -25.362589396620002 Sy2 0.043508411779619616 *|AGN|G|IR|Sy2|X|gam 17566666666.666668 3624417194.5293493 18933333333.333332 2681976882.8235636 0.945408950617284 0.20073767350590963 17566666666.666668 3624417194.5293493 18400000000.0 1704875362.0133057 0.9557945041816011 0.21389881256410567 18400000000.0 1704875362.0133057 18933333333.333332 2681976882.8235636 0.9849537037037037 0.13677145307414515 0.6946139339865324 0.016157059364961666 69.1168059336279 2.9729406508926393 1.729617545889248e+36 2.0958407460981814e+35 3.896761304087608e+38 1.948380652043804e+37 1.3781274992231312 0.08288797643946264 97604819836.57065 4880240991.828532 2.6279741800027407 0.41962109394047575 NeII|NeIII|NeV
"LEDA   45656" 197.44584650791998 8.330058989590002 Sy1 0.15434 *|BH?|G|IR|QSO|Sy1|UV|X 563000000.0 0.0 398000000.0 0.0 1.414572864321608 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.8472870737262286 0.011390816329853481 33.44539141414346 8.014410726190423 4.2875625379298865e+38 2.7301552943693627e+37 5.5388399192361935e+38 2.769419959618097e+37 5.68208688272829 3.1546844345510996 32812730515.717808 29361087854.57715 2.2629677066531206 0.3546783564636013 NeII|NeV
"LEDA   70560" 347.14147387909 5.35826437567 Sy2 0.173 *|AGN|G|IR|QSO|Sy2|gam 2010000000.0 269000000.0 3230000000.0 240000000.0 0.6222910216718266 0.09525666098581355 2010000000.0 269000000.0 2560000000.0 210000000.0 0.78515625 0.12324657768645862 2560000000.0 210000000.0 3230000000.0 240000000.0 0.7925696594427245 0.08772182350349556 0.8891153214421527 0.0439842547046755 43.68159478372384 10.702295655863516 1.1362986366814264e+38 3.174157019103779e+37 1.5056410348048463e+39 1.0774472125594877e+38 17.89564784422784 19.73778577564512 243073040165.16263 228827721652.96017 1.3312958312930672 0.12427457209553446 NeII|NeIII|NeV
"LEDA   89032" 281.76121855923 -78.53044703048 Sy1 0.07411794195302938 *|AGN|G|IR|QSO|Sy1|X|gam nan nan nan nan nan nan nan nan nan nan nan nan 1630000000.0 0.0 1450000000.0 0.0 1.1241379310344828 nan 0.6269860211415561 0.09686845515404878 21.910700836871282 15.92522582663009 1.6596867126895326e+37 1.2325195589416595e+37 6.892180657873283e+37 1.2246510591275518e+37 8.847173816801806 5.4804467927366876 45642672500.50992 14259228572.45348 1.4405705818018235 0.15853454171126163 NeII|NeIII
