Main_id redshift FUV FUV_err NUV NUV_err u_prime u_prime_err g_prime g_prime_err r_prime r_prime_err i_prime i_prime_err z_prime z_prime_err J_2mass J_2mass_err H_2mass H_2mass_err Ks_2mass Ks_2mass_err WISE1 WISE1_err IRAC1 IRAC1_err IRAC2 IRAC2_err WISE2 WISE2_err IRAC3 IRAC3_err IRAC4 IRAC4_err IRAS1 IRAS1_err WISE3 WISE3_err WISE4 WISE4_err MIPS1 MIPS1_err IRAS2 IRAS2_err IRAS3 IRAS3_err PACS_blue PACS_blue_err MIPS2 MIPS2_err IRAS4 IRAS4_err PACS_green PACS_green_err MIPS3 MIPS3_err PACS_red PACS_red_err PSW_ext PSW_ext_err PMW_ext PMW_ext_err PLW_ext PLW_ext_err CountPoints RA DEC otype otypes [NeV]* [NeV]_err* [NeII]* [NeII]_err* [NeV]/[NeII]* [NeV]/[NeII]_err* [NeV]$^+$ [NeV]_err$^+$ [NeIII]$^+$ [NeIII]_err$^+$ [NeV]/[NeIII]$^+$ [NeV]/[NeIII]_err$^+$ [NeIII]$^-$ [NeIII]_err$^-$ [NeII]$^-$ [NeII]_err$^-$ [NeIII]/[NeII]$^-$ [NeIII]/[NeII]_err$^-$ bayes.agn.fracAGN bayes.agn.fracAGN_err bayes.agn.i bayes.agn.i_err bayes.agn.disk_luminosity bayes.agn.disk_luminosity_err bayes.agn.luminosity bayes.agn.luminosity_err bayes.sfh.sfr bayes.sfh.sfr_err bayes.stellar.m_star bayes.stellar.m_star_err best.reduced_chi_square log.reduced_chi_square CIGALE_setup NED_Ne_IR_info log_[NeV]* log_[NeII]* log_[NeV]$^+$ log_[NeIII]$^+$ log_[NeIII]$^-$ log_[NeII]$^-$ log_[NeV]_err* log_[NeII]_err* log_[NeV]_err$^+$ log_[NeIII]_err$^+$ log_[NeIII]_err$^-$ log_[NeII]_err$^-$ log_[NeV]/[NeII] log_[NeV]/[NeII]_err log_[NeV]/[NeIII] log_[NeV]/[NeIII]_err log_[NeIII]/[NeII] log_[NeIII]/[NeII]_err log_bayes.sfh.sfr log_bayes.sfh.sfr_err log_bayes.stellar.m_star log_bayes.stellar.m_star_err log_bayes.agn.disk_luminosity log_bayes.agn.disk_luminosity_err log_bayes.agn.luminosity log_bayes.agn.luminosity_err
"2C   94" 0.059615 0.041200000850949436 0.008909546 0.05980000059935264 0.008132035999999999 nan nan 1.0999999940395355 0.05 2.3799999617040157 0.09000000000000001 3.7899999879300594 0.16 nan nan 3.978181799704378 0.6708949 5.1745456347072665 0.8724677000000001 4.741000244393945 1.0060815 5.957499959130179 0.35744999754781076 5.77 0.17309999999999998 9.045000000000002 0.27135000000000004 7.723522715602409 0.46341136293614454 13.100000000000001 0.393 22.95 0.6885 nan nan 36.10624933317304 2.166374959990382 109.35000100955367 6.561000060573219 100.04999905824661 4.001999962329864 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 17.0 17.220292429510003 13.33729522217 Sy2 *|AGN|G|Rad|Sy2|X 2000000000.0 300000000.0 3900000000.0 200000000.0 0.5128205128205128 0.0812943431354469 2000000000.0 300000000.0 5300000000.0 200000000.0 0.37735849056603776 0.05836748377170459 5300000000.0 200000000.0 3900000000.0 200000000.0 1.358974358974359 0.08652562196640158 0.6865611565783494 0.11967341436995055 73.83482561588654 8.508248513418419 360178641.6940187 133777936.61431195 63920022717.504845 10528090268.60189 1.7246193065665494 1.3163365088890544 28682725610.48474 6450427912.662605 1.3173407609701728 0.11969812990994547 0to90 NeII|NeIII|NeV 9.301029995663981 9.5910646070265 9.301029995663981 9.724275869600788 9.724275869600788 9.5910646070265 0.06514417228548777 0.022271511892474453 0.06514417228548777 0.016388471015217048 0.016388471015217048 0.022271511892474453 -0.29003461136251807 0.06884608503566447 -0.4232458739368078 0.06717399173026657 0.13321126257428986 0.027651441629564996 0.2366932435809116 0.331480507009068 10.457620418311992 0.0976680280119563 8.556517955930909 0.1613061213145318 10.805636920656456 0.07153144373618907
"2C 1883" 0.22 0.03593333409905123 0.008608717 0.05920000088129503 0.0072187254 nan nan nan nan nan nan nan nan nan nan 0.7027777739697032 0.14633864 0.9954444895912377 0.23775827 1.7044444232144291 0.24000000000000002 1.7380833250461147 0.10428499950276689 nan nan nan nan 2.053692330969641 0.12322153985817845 nan nan nan nan nan nan 7.335291716333323 0.44011750297999935 47.35090921303427 3.3042472649399723 52.05833403517803 2.0823333614071213 nan nan 620.7499885559082 66.38531464111621 nan nan 512.0 20.48 748.5 216.69563908856128 nan nan 490.0 19.6 nan nan nan nan nan nan nan nan 14.0 349.14663898619995 4.08841586141 Sy2 *|AGN|G|IR|QSO|Rad|Sy2 nan nan nan nan nan nan nan nan nan nan nan nan 1000000000.0 70000000.0 3110000000.0 220000000.0 0.3215434083601286 0.03199976335108683 0.32208330842877636 0.08324033255971083 60.56433792538642 16.98218961730912 68197850747.11465 33533073436.87819 528893031206.3232 124474123567.47533 78.94081174225944 12.95918487733214 103980874386.1715 43864297039.03055 1.0612390066809732 0.02581320444162545 30and70 NeII|NeIII nan nan nan nan 9.0 9.492760389026838 nan nan nan nan 0.030400613733227628 0.03072179614749691 nan nan nan nan -0.4927603890268375 0.04322066720777531 1.8973015878990132 0.07129521926586069 11.016953465141153 0.18320698175576788 10.833770688096708 0.2135438081310628 11.723367844711216 0.10221050725852661
"2E  2389" 0.3115 nan nan nan nan 1.9799999427050352 0.039599998854100704 2.2899999748915434 0.16031220000000002 2.355000004172325 0.15033297 2.145000034943223 0.10049875999999999 3.43000004068017 0.0686000008136034 2.5566666930293045 0.25079874 2.9033333606397114 0.3910243 4.13250015117228 0.37469985999999994 8.392916706055402 0.5035750023633241 8.93 0.26789999999999997 12.2 0.366 12.677499940246344 0.7606499964147806 14.85 0.44549999999999995 17.95 0.5385 17.0 5.0 22.320833217104276 1.3392499930262565 49.9100001335144 2.994600008010864 46.05000012665987 1.8420000050663947 45.0 6.0 61.0 9.0 72.2000002861023 7.2200000286102295 60.78333350618679 4.193298224548308 nan nan 67.50000268220901 6.7500002682209015 nan nan 61.09999865293503 12.0 nan nan nan nan nan nan 24.0 166.0577547903 76.98283181919 Sy1 *|BH?|G|IR|QSO|Rad|Sy1|UV|X|gam 505000000.0 59000000.0 437000000.0 40000000.0 1.1556064073226544 0.17151303566833198 nan nan nan nan nan nan nan nan nan nan nan nan 0.8188987719707819 0.024258975221072464 26.011843998959925 11.071888539354369 4856685623362.674 327999406644.255 6165931772264.799 308296588613.2399 32.99957287515418 13.005716016371974 82007440862.93582 69392222513.68936 1.442908260688541 0.15923871976759285 0to90 NeII|NeV 8.703291378118662 8.640481436970422 nan nan nan nan 0.05073935531146902 0.039752355322952106 nan nan nan nan 0.06280994114823953 0.06445721007882468 nan nan nan nan 1.5185083186910966 0.17116314567100893 10.913853259445968 0.3674868890868961 12.686339992199073 0.029330358894943728 12.789998714828887 0.02171472409516259
"2E  3648" 0.55517 0.24850000409060158 0.024850000409060158 0.46100000326987356 0.046100000326987356 nan nan 0.8950000046752393 0.017900000093504786 0.7859999896027148 0.12000000000000001 nan nan nan nan 0.9486923092761292 0.19415458 1.12384614140655 0.28844410000000004 1.5545454595915296 0.23216376 3.0615441255139952 0.43837137352941113 3.3333333333333335 0.1 4.656666666666666 0.1397 4.694027777231401 0.28164166663388407 5.6933333333333325 0.3288678914093013 7.546666666666667 0.2264 nan nan 9.597093798483547 0.5758256279090128 34.919166503908734 3.5314835844501666 35.24500041276217 2.131715671769118 nan nan nan nan nan nan 78.39999999999999 19.48272054924568 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 17.0 245.09091058141 17.60665343366 Sy1 *|BH?|G|IR|QSO|Rad|Sy1|X 1180000000.0 170000000.0 660000000.0 40000000.0 1.7878787878787878 0.279439361062646 1190000000.0 170000000.0 1610000000.0 130000000.0 0.7391975308641976 0.12011916377404842 1620000000.0 130000000.0 660000000.0 40000000.0 2.4545454545454546 0.2468333394786096 0.7373844941753334 0.09571439256469585 32.20528489575952 9.404682549643882 5372608640835.472 350969587390.9256 8228295971618.746 411414798580.9373 110.83038756721615 54.366157677823296 96631370793.32745 102566202983.27977 2.3766658631781086 0.37596812830862414 0to90 NeII|NeIII|NeV 9.071882007306126 8.81954393554187 9.075546961392531 9.20682587603185 9.209515014542632 8.81954393554187 0.06256784908775662 0.02632087769110617 0.06204206884332168 0.03506725630274704 0.03485079175766835 0.02632087769110617 0.25233807176425666 0.06787874735068745 -0.1312394924560301 0.07057259774246478 0.3899710790007623 0.043673404819942016 2.0446588519392694 0.21303653988795507 10.985118140397837 0.4609676507712656 12.730185206227382 0.02837060454417116 12.915309904866271 0.021714724095162587
"2MASS J13000535+1632148" 0.07993 nan nan 0.02402499967502081 0.006718630600000001 0.21749999723397195 0.011401755 0.8004999835975468 0.034234486999999994 2.1699999924749136 0.17058722999999998 3.5866666585206985 0.09110433999999999 5.844999803230166 0.11689999606460333 4.738888832637006 0.6480741 7.277777754805154 1.1301769 11.521249893121421 1.1670904000000002 25.551666749812043 1.5331000049887225 nan nan nan nan 41.49033305126552 2.489419983075931 nan nan nan nan nan nan 90.7500009417534 5.4450000565052035 173.89583517362672 10.433750110417604 156.0000022649765 6.24000009059906 nan nan nan nan nan nan 68.9999982714653 7.3999999999999995 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 15.0 195.02228295163 16.53743305218 Sy1 *|AGN|G|IR|Rad|Sy1|X nan nan nan nan nan nan nan nan nan nan nan nan 1450000000.0 0.0 1670000000.0 0.0 0.8682634730538922 nan 0.8997482762713642 0.0035397704007171173 60.00022899305476 0.047852752121327925 4858998610.066315 242949930.50331572 245836241271.73477 12291812063.58674 0.5592751145937703 0.3523226196938686 90494096430.65376 16511046241.395515 2.9185132854550697 0.4651616746160927 0to90 NeII|NeIII nan nan nan nan 9.161368002234974 9.222716471147583 nan nan nan nan 0.0 0.0 nan nan nan nan -0.0613484689126084 nan -0.25237450453202054 0.2735894474651983 10.956620248031513 0.07923893995209312 9.686546774831557 0.02171472409516259 11.390645907127007 0.02171472409516259
"2MASSI J0918486+211717" 0.14903 nan nan nan nan 0.04633333446690813 0.0029444864 0.206000001829428 0.00412000003658856 0.530666671693325 0.0106133334338665 nan nan 1.213333336636424 0.02426666673272848 1.8716666963882744 0.2523886 3.3377776853740215 0.41060929999999995 6.243750132853165 0.5529015 11.136500030127353 0.6681900018076411 12.09999993443489 0.3629999980330467 15.699999406933784 0.47099998220801353 15.947099957972146 0.9568259974783287 nan nan nan nan nan nan 33.988131337062946 2.039287880223777 90.70499953372546 5.442299972023527 92.96666640837988 3.7186666563351953 nan nan 260.0 39.0 nan nan 204.99999821186066 11.0 nan nan nan nan 181.99999630451202 33.0 nan nan nan nan nan nan nan nan 17.0 139.7025485953 21.288075035289996 Sy1 *|AGN|IR|QSO|Sy1|X 4480000000.0 0.0 982000000.0 0.0 4.562118126272912 nan 4480000000.0 0.0 2600000000.0 0.0 1.7230769230769232 nan 2600000000.0 0.0 982000000.0 0.0 2.6476578411405294 nan 0.8988839720632542 0.013870021401598235 44.20391814907898 14.529180682596715 48056508664.6785 12811877985.256804 651936953865.7516 32596847693.287582 0.5329401797567834 1.1935901737550823 152823017793.68384 53131442843.11487 0.9454285200616502 -0.024371300786463282 0to90 NeII|NeIII|NeV 9.651278013998144 8.99211148778695 9.651278013998144 9.414973347970818 9.414973347970818 8.99211148778695 0.0 0.0 0.0 0.0 0.0 0.0 0.6591665262111943 nan 0.23630466602732605 nan 0.4228618601838683 nan -0.27332153592564123 0.9726600579305971 11.18418877143811 0.15098964001270024 10.681752215849027 0.11578302432744997 11.814205598934223 0.02171472409516259
"2MASX J00215355-7910077" 0.072724 nan nan nan nan nan nan 1.2100000167265534 0.06 1.8599999602884054 0.13999999999999999 3.220000071451068 0.06440000142902136 nan nan 3.0140000279061496 0.7281483 nan nan 6.597272691909562 1.43527 26.287500066123904 1.5772500039674342 nan nan nan nan 60.69375029988587 3.641625017993152 nan nan nan nan 284.99999886751175 29.833746044756513 246.30952232792265 14.77857133967536 938.4523830640883 56.307142983845296 928.0 37.12 1170.0000087420146 75.20506964294361 3133.3333333333335 233.3586229496566 nan nan nan nan 2839.9999713897705 196.3415354093219 nan nan nan nan nan nan nan nan nan nan nan nan 14.0 5.47314754327 -79.16889600056 Sy2 *|AGN|G|IR|Sy2 12300000000.0 0.0 6190000000.0 0.0 1.987075928917609 nan 12300000000.0 0.0 14000000000.0 0.0 0.8785714285714286 nan 14000000000.0 0.0 6190000000.0 0.0 2.261712439418417 nan 0.7668399788349383 0.078318343385068 68.82995098998134 5.472195587614543 5825906095.738268 918529887.4987603 1024872779186.9984 108919598789.77634 32.044520006954116 11.024790692810797 17698689521.858826 9477467586.7114 1.175129187601683 0.0700856133128245 0to90 NeII|NeIII|NeV 10.089905111439398 9.791690649020119 10.089905111439398 10.146128035678238 10.146128035678238 9.791690649020119 0.0 0.0 0.0 0.0 0.0 0.0 0.2982144624192799 nan -0.0562229242388401 nan 0.3544373866581201 nan 1.5057537706964184 0.1494173032077557 10.247941110740607 0.2325602621732075 9.765363480217607 0.06847217497991194 12.01066995834183 0.04615517329188916
"2MASX J14510879+2709272" 0.06449 0.451600004453212 0.046518813 0.929399998858571 0.0929399998858571 1.560000004246831 0.03120000008493662 2.580000087618828 0.051600001752376556 3.3400000538676977 0.06680000107735395 4.540000110864639 0.09080000221729279 4.670000169426203 0.09340000338852406 5.806666617799137 0.75299403 7.554999940718214 0.9802041 10.371333546936512 0.9631199 11.15736663804079 0.6694419982824473 nan nan nan nan 15.061904778562132 0.9037142867137279 nan nan nan nan nan nan 42.68690458734831 2.5612142752408986 111.93974275757104 6.716384565454262 97.949999243021 3.91799996972084 120.0 24.0 nan nan 158.9999943971634 15.899999439716339 133.00000131130219 8.0 nan nan 171.00000381469727 17.100000381469727 157.00000524520874 26.0 150.9999930858612 15.09999930858612 64.59999829530716 9.0 nan nan nan nan 22.0 222.78651997439997 27.15748964087 Sy1 *|AGN|G|IR|QSO|Rad|Sy1|UV|X 2670000000.0 0.0 507000000.0 0.0 5.266272189349112 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.899955362964844 0.0014940994387965115 7.5626569304964075 7.822212659918313 87944770072.14465 4397238503.607233 173035394706.3629 8651769735.318146 0.15462531197470453 0.31682075857974806 26200318190.297752 11239826484.458948 1.2185272266241656 0.08583523745224399 0to90 NeII|NeV 9.426511261364576 8.705007959333336 nan nan nan nan 0.0 0.0 nan nan nan nan 0.7215033020312392 nan nan nan nan nan -0.8107194111218787 0.8898511210512292 10.418306565649951 0.1863105090669539 10.94421001779754 0.02171472409516259 11.238134947946122 0.021714724095162587
"2MASX J22041914+0333511" 0.0611 nan nan nan nan nan nan 1.1699999449774623 0.06999999999999999 1.7800000496208668 0.18000000000000002 3.269999986514449 0.3 nan nan 3.9136363405056973 0.75213035 6.717272822491147 1.2352328 11.469999887049198 1.2083047 25.511666505287092 1.5306999903172254 nan nan nan nan 44.57000059187413 2.6742000355124476 nan nan nan nan 287.0 48.800000000000004 183.749999564141 11.02499997384846 587.4166593203943 35.24499955922366 590.5 23.62 731.49999833107 64.25109092906537 1144.9999976158142 102.78132229848099 nan nan nan nan 1130.0000047683716 121.54114529656202 nan nan nan nan nan nan nan nan nan nan nan nan 15.0 331.07985144241997 3.56423713312 Sy2 *|AGN|G|IR|Sy2|X 8330000000.0 0.0 5950000000.0 0.0 1.4 nan 8330000000.0 0.0 14100000000.0 0.0 0.5907801418439717 nan 14100000000.0 0.0 5950000000.0 0.0 2.369747899159664 nan 0.8034772342919497 0.05764760918306174 63.27370956183844 5.131987731592176 4282467029.0440793 668081306.4252956 397991645550.3959 30465790470.51402 8.406223998670196 3.510156460305732 25023754285.502865 8748674592.276484 1.3187962121295964 0.12017769108441771 0to90 NeII|NeIII|NeV 9.920645001406788 9.77451696572855 9.920645001406788 10.14921911265538 10.14921911265538 9.77451696572855 0.0 0.0 0.0 0.0 0.0 0.0 0.146128035678238 nan -0.2285741112485923 nan 0.37470214692683035 nan 0.924600958366336 0.18134677134097138 10.398352466954636 0.15183577396274395 9.631694027992635 0.06775160739719378 11.59987395566805 0.03324472972257282
"3C 234.0" 0.18494 0.10159999801544473 0.015652477 0.07938000198919326 0.007938000198919326 0.14400000509340316 0.003 0.23200000578071922 0.004640000115614384 nan nan nan nan 0.6730000022798777 0.013460000045597553 2.2184615417455253 0.6072891 3.530000067817477 1.1287604 5.045454483479261 0.6277739 11.515909117527984 0.690954547051679 14.700000000000001 0.441 25.4 0.7619999999999999 24.960227420655166 1.4976136452393098 42.7 1.2810000000000001 nan nan 160.0 28.8 115.26389057768715 6.915833434661229 289.90277647972107 17.394166588783264 274.5 10.98 291.00000047683716 21.880585001320235 171.99999901652336 18.990853061408274 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 19.0 150.45634473807 28.7858176354 Sy1 *|AGN|G|IR|QSO|Rad|Sy1|X|blu|gam 3300000000.0 700000000.0 800000000.0 200000000.0 4.125 1.3524428130239001 2825000000.0 743303437.3659253 5800000000.0 778203058.3337488 0.5468077474892397 0.13657008334636164 8200000000.0 700000000.0 800000000.0 200000000.0 10.25 2.7077723778043086 0.7969805426542415 0.05517300476229385 30.056888079145082 1.5074106647679544 66611438265.12869 3330571913.2564344 1675197712960.6194 83759885648.03098 35.86713622751423 11.281488739406168 88100575855.77481 32579238962.71051 1.985865933800802 0.2979499258432289 30and70 NeII|NeIII|NeV 9.518513939877888 8.903089986991944 9.451018452155457 9.763427993562937 9.913813852383717 8.903089986991944 0.09212307191887159 0.10857362047581294 0.11426994025760732 0.0582705679369968 0.03707391918686295 0.10857362047581294 0.6154239528859439 0.14238992746327056 -0.26216534072457226 0.10846889763857855 1.0107238653917732 0.11472883921272764 1.554696702289615 0.13660104548350582 10.94497874711997 0.16060035440943327 10.823548810985569 0.021714724095162587 12.22406607142093 0.02171472409516259
