Main_id RA DEC otype redshift [NeV]/[NeII] [NeV]/[NeII]_err [NeV]/[NeIII] [NeV]/[NeIII]_err [NeIII]/[NeII] [NeIII]/[NeII]_err bayes.agn.fracAGN bayes.agn.fracAGN_err bayes.agn.i bayes.agn.i_err bayes.sfh.sfr bayes.sfh.sfr_err bayes.stellar.m_star bayes.stellar.m_star_err best.reduced_chi_square log.reduced_chi_square
"ESO  33-2" 73.99551422113 -75.54118678611 Sy2 0.018426 2.0861423220973783 0.252525703158059 0.6678657074340527 0.08074447606808172 3.1235955056179776 0.29720980893000126 0.7014976803654287 0.014646780742315464 30.036269068283154 1.2039299340124687 0.1478728210536548 0.06573710749051094 20133164226.932953 3421433365.4844065 0.8947834189538039 -0.04828207232192938
"ESO 103-35" 279.58466867564 -65.42753939026 Sy2 0.013249 nan nan 0.43658536585365854 nan nan nan 0.7044936315315119 0.014797220190180736 89.99999982141325 0.001336374947101555 0.8512914665170112 0.21442636192363027 6022998456.592411 994035267.0518552 2.3461220171854116 0.3703505951675363
"ESO 103-35" 279.58466867564 -65.42753939026 Sy2 0.013249 0.5441176470588235 nan 0.46443514644351463 nan 1.1715686274509804 nan 0.7044936315315119 0.014797220190180736 89.99999982141325 0.001336374947101555 0.8512914665170112 0.21442636192363027 6022998456.592411 994035267.0518552 2.3461220171854116 0.3703505951675363
"ESO 103-35" 279.58466867564 -65.42753939026 Sy2 0.013249 0.5145631067961165 0.11808810592862148 0.38221153846153844 0.08547340664666249 1.3462783171521036 0.10701474432108288 0.7044936315315119 0.014797220190180736 89.99999982141325 0.001336374947101555 0.8512914665170112 0.21442636192363027 6022998456.592411 994035267.0518552 2.3461220171854116 0.3703505951675363
"ESO 103-35" 279.58466867564 -65.42753939026 Sy2 0.013249 0.5884353741496599 0.038818712880137746 0.4178743961352657 0.027078936093265428 1.4081632653061225 0.04844923529428163 0.7044936315315119 0.014797220190180736 89.99999982141325 0.001336374947101555 0.8512914665170112 0.21442636192363027 6022998456.592411 994035267.0518552 2.3461220171854116 0.3703505951675363
"ESO 113-45" 20.9406798056 -58.80578025804 Sy1 0.048174990836348686 0.5245398773006135 nan 0.37915742793791574 nan 1.383435582822086 nan 0.8999742860519958 0.0011337618986583427 39.955153392358525 0.672702601055624 2.434806016330171 0.7839294996766973 4698849173.159585 5712164120.198531 2.4632326280331562 0.39150542860742876
"ESO 113-45" 20.9406798056 -58.80578025804 Sy1 0.048174990836348686 nan nan nan nan 1.824742268041237 0.44495362905464453 0.8999742860519958 0.0011337618986583427 39.955153392358525 0.672702601055624 2.434806016330171 0.7839294996766973 4698849173.159585 5712164120.198531 2.4632326280331562 0.39150542860742876
"ESO 113-45" 20.9406798056 -58.80578025804 Sy1 0.048174990836348686 0.9674418604651163 0.19410549782383313 0.4642857142857143 0.09139191384753025 2.083720930232558 0.2403068549506538 0.8999742860519958 0.0011337618986583427 39.955153392358525 0.672702601055624 2.434806016330171 0.7839294996766973 4698849173.159585 5712164120.198531 2.4632326280331562 0.39150542860742876
"ESO 140-43" 281.22495536611 -62.3646872824 Sy1 0.014360633537977563 0.6868421052631579 0.06337016232740098 0.5633093525179856 0.05200266067210537 1.219298245614035 0.039512663319430645 0.8484786057894781 0.011826421583089526 30.002726798377957 0.3302491478986452 0.17804336988762118 0.20439999359165414 8749310911.291956 3722891115.752925 0.8543232995660746 -0.06837774916203859
"ESO 140-43" 281.22495536611 -62.3646872824 Sy1 0.014360633537977563 0.8213914849428868 0.033726688906639796 0.565 0.017986884394026712 1.453790238836968 0.04964980038615812 0.8484786057894781 0.011826421583089526 30.002726798377957 0.3302491478986452 0.17804336988762118 0.20439999359165414 8749310911.291956 3722891115.752925 0.8543232995660746 -0.06837774916203859
"ESO 141-55" 290.30894745659 -58.6702728993 Sy1 0.03710900559079442 1.0044642857142858 nan 0.400355871886121 nan 2.5089285714285716 nan 0.7580207239032053 0.022313283382929833 30.000000000000007 8.867234955994127e-11 1.4317894089487009 1.5359645840289249 21785449638.94431 12656686877.438263 1.435070297536939 0.156873175693435
"ESO 253-3" 81.32524166666667 -46.00593333333333 Sy2 0.042489 0.425625 0.021612523552709113 0.37833333333333335 0.019164796831318977 1.125 0.03557699616676484 0.5991500971557047 0.07455200425270128 69.94710656049905 1.453595495347958 15.819843907052087 2.03931017078946 20869913485.653713 4936674909.716587 0.6527342450726441 -0.1852636018651684
"ESO 323-77" 196.60883952572 -40.41460989011 Sy2 0.014904 0.13532338308457711 0.04033002666277825 0.3005524861878453 0.09070741172629966 0.4502487562189055 0.030949267371563623 0.5138852736157349 0.02491184650439312 31.97571233333352 21.859591789727777 0.19718436509566936 0.24452788442134515 48475914102.02209 7100018767.688076 2.5838518005418343 0.4122676006339415
"ESO 362-18" 79.89921622546 -32.65775642238 Sy2 0.012582037670874296 nan nan nan nan 1.1818181818181819 0.14073873029691242 0.5332269793679558 0.029452825894770822 57.69540988955505 11.190438137091073 1.2284612866419446 0.07374797649134966 4914289797.82014 990381309.0193144 1.523005070788665 0.1827013493057537
"ESO 362-18" 79.89921622546 -32.65775642238 Sy2 0.012582037670874296 0.26370967741935486 0.016735928208917672 0.43658210947930576 0.02890784380195692 0.6040322580645161 0.018423510936421278 0.5332269793679558 0.029452825894770822 57.69540988955505 11.190438137091073 1.2284612866419446 0.07374797649134966 4914289797.82014 990381309.0193144 1.523005070788665 0.1827013493057537
"ESO 362-18" 79.89921622546 -32.65775642238 Sy2 0.012582037670874296 0.31690140845070425 0.03793871314266422 0.4399441340782123 0.05284629911000138 0.7203219315895373 0.02461149716734963 0.5332269793679558 0.029452825894770822 57.69540988955505 11.190438137091073 1.2284612866419446 0.07374797649134966 4914289797.82014 990381309.0193144 1.523005070788665 0.1827013493057537
"ESO 362-18" 79.89921622546 -32.65775642238 Sy2 0.012582037670874296 nan nan nan nan 1.1818181818181819 nan 0.5332269793679558 0.029452825894770822 57.69540988955505 11.190438137091073 1.2284612866419446 0.07374797649134966 4914289797.82014 990381309.0193144 1.523005070788665 0.1827013493057537
"ESO 428-14" 109.13002590105002 -29.324689673990008 Sy2 0.005554 nan nan 0.493452380952381 nan nan nan 0.6920240404271087 0.04029785388440798 89.76834902070145 1.5078312307712307 0.13350524561725596 0.0823319205253414 3123735481.858563 731046766.5362461 2.953192862460787 0.47029181011015897
"ESO 428-14" 109.13002590105002 -29.324689673990008 Sy2 0.005554 1.234251968503937 nan 0.4415492957746479 nan 2.795275590551181 nan 0.6920240404271087 0.04029785388440798 89.76834902070145 1.5078312307712307 0.13350524561725596 0.0823319205253414 3123735481.858563 731046766.5362461 2.953192862460787 0.47029181011015897
"ESO 428-14" 109.13002590105002 -29.324689673990008 Sy2 0.005554 nan nan 0.493452380952381 nan nan nan 0.6920240404271087 0.04029785388440798 89.76834902070145 1.5078312307712307 0.13350524561725596 0.0823319205253414 3123735481.858563 731046766.5362461 2.953192862460787 0.47029181011015897
"ESO 602-25" 337.85614166666664 -19.034519444444445 SyG 0.02488315921126616 0.03636363636363636 nan 0.21052631578947367 nan 0.17272727272727273 nan 0.12142774013704902 0.02489426506391387 30.08084083889463 1.796412623689738 13.116289505002166 0.7614090841888044 14598783717.960155 3264040623.543116 3.0028967359085357 0.4775403978679134
"ESO 602-25" 337.85614166666664 -19.034519444444445 SyG 0.02488315921126616 0.04072072072072072 0.0041540113137474655 0.17384615384615384 0.017913799447266412 0.23423423423423423 0.00412628621561727 0.12142774013704902 0.02489426506391387 30.08084083889463 1.796412623689738 13.116289505002166 0.7614090841888044 14598783717.960155 3264040623.543116 3.0028967359085357 0.4775403978679134
"FRL   49" 279.24263995131 -59.40230064619999 Sy2 0.020020516993793088 0.6439393939393939 0.088641029027108 0.5414012738853503 0.06877282419676406 1.1893939393939394 0.10728489206856799 0.5172050209493076 0.08548368868679798 30.018462662097924 0.8591656499332 0.6725086729433689 0.15868004768557797 62877614579.17225 12528672472.755007 1.3069113599953606 0.11624613297432108
"FRL   49" 279.24263995131 -59.40230064619999 Sy2 0.020020516993793088 0.7146739130434783 0.030166050270321536 0.6032110091743119 0.023207215658181048 1.184782608695652 0.028949045148965485 0.5172050209493076 0.08548368868679798 30.018462662097924 0.8591656499332 0.6725086729433689 0.15868004768557797 62877614579.17225 12528672472.755007 1.3069113599953606 0.11624613297432108
"IC 1816" 37.962433242130004 -36.67215466354 Sy2 0.017052 0.3375 0.04319943340218127 0.3168367346938776 0.0364186280043404 1.065217391304348 0.10809757081977944 0.331239582891002 0.04874950470872682 84.11866333703821 9.425920911141807 1.5567031382999512 0.37544129907196144 13429700064.20825 1858860437.566388 1.4063996465017004 0.14810874856987002
"IC 3639" 190.22014370180997 -36.75584916977 Sy2 0.011018278109241386 0.23076923076923078 0.07782808543175092 0.2647058823529412 0.0912742494553753 0.8717948717948718 0.08897142237801987 0.4912708412977739 0.05495763874481894 65.59712668428709 12.519170866886464 3.590954410684694 0.568867755833487 2865878427.3166256 1049684331.6871647 1.671199460623688 0.2230282868045919
"IC 3639" 190.22014370180997 -36.75584916977 Sy2 0.011018278109241386 0.21428571428571427 nan 0.3333333333333333 nan 0.6428571428571429 nan 0.4912708412977739 0.05495763874481894 65.59712668428709 12.519170866886464 3.590954410684694 0.568867755833487 2865878427.3166256 1049684331.6871647 1.671199460623688 0.2230282868045919
"IC 3639" 190.22014370180997 -36.75584916977 Sy2 0.011018278109241386 0.24778761061946902 nan 0.4148148148148148 nan 0.5973451327433629 nan 0.4912708412977739 0.05495763874481894 65.59712668428709 12.519170866886464 3.590954410684694 0.568867755833487 2865878427.3166256 1049684331.6871647 1.671199460623688 0.2230282868045919
"IC 5063" 313.00970416666667 -57.068777777777775 Sy2 0.011274 1.1348314606741574 0.05924861051436851 0.45701357466063347 0.014656917092659233 2.4831460674157304 0.11495599949982936 0.8476503501422938 0.01877252578551941 89.80151522338576 1.4164815049356847 0.4138140908474616 0.18436387885697847 18070349618.447323 1127584784.9021113 2.9587528303603103 0.47110868638598635
"IC 5063" 313.00970416666667 -57.068777777777775 Sy2 0.011274 1.2765957446808511 0.16124673204212933 0.48846675712347354 0.037324893347525645 2.6134751773049647 0.3500552616408889 0.8476503501422938 0.01877252578551941 89.80151522338576 1.4164815049356847 0.4138140908474616 0.18436387885697847 18070349618.447323 1127584784.9021113 2.9587528303603103 0.47110868638598635
"IC 5063" 313.00970416666667 -57.068777777777775 Sy2 0.011274 1.1348314606741574 nan 0.45701357466063347 nan 2.4831460674157304 nan 0.8476503501422938 0.01877252578551941 89.80151522338576 1.4164815049356847 0.4138140908474616 0.18436387885697847 18070349618.447323 1127584784.9021113 2.9587528303603103 0.47110868638598635
"IC 5063" 313.00970416666667 -57.068777777777775 Sy2 0.011274 0.9956140350877193 0.10797876338809739 0.3996478873239437 0.04281427113065874 2.491228070175439 0.24676265209919854 0.8476503501422938 0.01877252578551941 89.80151522338576 1.4164815049356847 0.4138140908474616 0.18436387885697847 18070349618.447323 1127584784.9021113 2.9587528303603103 0.47110868638598635
"ICRF J015002.6-072548" 27.51123991483 -7.4301260200999995 Sy2 0.017665554481694132 nan nan nan nan 0.75 0.078125 0.8427136789654033 0.03627744872824862 89.98698377643008 0.3646959457394998 0.03618927067693709 0.04986386724400799 1847679398.1815937 549743184.9861008 2.894616221446265 0.46159099156718
"ICRF J015002.6-072548" 27.51123991483 -7.4301260200999995 Sy2 0.017665554481694132 0.4656934306569343 0.025486719634650257 0.6412060301507537 0.03891516232715167 0.7262773722627737 0.02947613849072465 0.8427136789654033 0.03627744872824862 89.98698377643008 0.3646959457394998 0.03618927067693709 0.04986386724400799 1847679398.1815937 549743184.9861008 2.894616221446265 0.46159099156718
"ICRF J015002.6-072548" 27.51123991483 -7.4301260200999995 Sy2 0.017665554481694132 0.4656934306569343 nan 0.6412060301507537 nan 0.7262773722627737 nan 0.8427136789654033 0.03627744872824862 89.98698377643008 0.3646959457394998 0.03618927067693709 0.04986386724400799 1847679398.1815937 549743184.9861008 2.894616221446265 0.46159099156718
"ICRF J134733.3+121724" 206.88901439033 12.290059502559998 Sy2 0.12118 0.15074309978768577 nan 0.15010570824524314 nan 1.0042462845010616 nan 0.858331376115545 0.019584733832010814 80.69564787361841 2.5441952125355347 10.397574463083785 9.709295829939471 76052575469.65604 7749064764.827298 2.4987995391560354 0.3977314171787347
"ICRF J134733.3+121724" 206.88901439033 12.290059502559998 Sy2 0.12118 0.30825688073394497 0.046000879187634514 0.5618729096989966 0.0834931740022381 0.5486238532110091 0.05500925232249293 0.858331376115545 0.019584733832010814 80.69564787361841 2.5441952125355347 10.397574463083785 9.709295829939471 76052575469.65604 7749064764.827298 2.4987995391560354 0.3977314171787347
"IRAS 03450+0055" 56.91745322117999 1.0872355601600001 Sy1 0.03 nan nan nan nan 1.6697247706422018 0.44639302066669045 0.8528160053119294 0.0621798484020676 51.59103093722021 3.657789144698462 0.6346136426451755 1.0415099717032739 8670457969.580845 2402754392.1269517 2.8747349031278793 0.45859780192408617
"IRAS 03450+0055" 56.91745322117999 1.0872355601600001 Sy1 0.03 nan nan nan nan 1.6697247706422018 nan 0.8528160053119294 0.0621798484020676 51.59103093722021 3.657789144698462 0.6346136426451755 1.0415099717032739 8670457969.580845 2402754392.1269517 2.8747349031278793 0.45859780192408617
"IRAS 04385-0828" 70.2290037068 -8.37281297812 Sy2 0.015064 nan nan nan nan 0.75 0.10416666666666667 0.8377533360368383 0.06730830419243483 70.32589149419321 1.8647530604544669 0.6844996795586241 0.41201421991957277 4342492760.317619 1127492251.8120458 1.2743039230362945 0.10527302011565542
"IRAS 04385-0828" 70.2290037068 -8.37281297812 Sy2 0.015064 0.16402877697841728 0.0343865128420725 0.32294617563739375 0.06916357647608341 0.5079136690647482 0.03528595770676373 0.8377533360368383 0.06730830419243483 70.32589149419321 1.8647530604544669 0.6844996795586241 0.41201421991957277 4342492760.317619 1127492251.8120458 1.2743039230362945 0.10527302011565542
"IRAS 04385-0828" 70.2290037068 -8.37281297812 Sy2 0.015064 0.16402877697841728 nan 0.32294617563739375 nan 0.5079136690647482 nan 0.8377533360368383 0.06730830419243483 70.32589149419321 1.8647530604544669 0.6844996795586241 0.41201421991957277 4342492760.317619 1127492251.8120458 1.2743039230362945 0.10527302011565542
"IRAS 11215-2806" 171.01134137064 -28.387635868379995 Sy2 0.01374 1.7333333333333334 nan 0.5 nan 3.466666666666667 nan 0.6388183436221471 0.030831115805760353 69.99999935246281 0.005089350006403604 0.022401969470448445 0.0031042883490042775 1622747614.2468894 142361105.41397235 1.048670790567001 0.02063917143502859
"IRAS 13342+3932" 204.10025809492 39.29197361511 Sy1 0.178992 0.633147113594041 0.022457192734740374 nan nan nan nan 0.32458342634671905 0.051041679457142435 30.13720320831449 2.3386542310075473 180.74080900358138 24.339477992725957 86329506539.5899 81773793911.43404 0.9462092158814537 -0.02401282632870288
"IRAS 15091-2107" 227.99918701431997 -21.317093535079998 Sy1 0.04445742260800971 0.7373913043478261 nan 0.5202453987730061 nan 1.4173913043478261 nan 0.7004679383137012 0.025661092937679278 30.00336173377072 0.3666852186495472 4.276791458811126 2.1813001294435717 38431247789.78663 17361515970.059444 0.7132644436668423 -0.1467494250809173
"IRAS 15206+3342" 230.658765 33.526639 Sy2 0.1253 nan nan nan nan 1.809090909090909 nan 0.5153095994738343 0.04191682288211098 89.99883892465458 0.1077479278825821 86.275721643404 9.5685741566668 18024335340.833733 2846983754.8494043 1.5869551332615788 0.2005646484609842
"IRAS 15480-0344" 237.67290535321 -3.8883307173999997 Sy2 0.030128 1.4285714285714286 0.24911337991293273 0.6666666666666666 0.08012336167697755 2.142857142857143 0.3378152113723847 0.657044496734918 0.06921057673077123 68.82858421442535 7.553112405908068 2.9085672983809343 1.1716855005951134 15707091388.192818 5422963410.248266 2.171241583579499 0.3367081479953668
"IRAS 15480-0344" 237.67290535321 -3.8883307173999997 Sy2 0.030128 1.0915619389587075 0.07204052587744188 0.6502673796791444 0.03561667560346069 1.6786355475763015 0.1020843086759216 0.657044496734918 0.06921057673077123 68.82858421442535 7.553112405908068 2.9085672983809343 1.1716855005951134 15707091388.192818 5422963410.248266 2.171241583579499 0.3367081479953668
"IRAS 15480-0344" 237.67290535321 -3.8883307173999997 Sy2 0.030128 1.0915619389587075 nan 0.6502673796791444 nan 1.6786355475763015 nan 0.657044496734918 0.06921057673077123 68.82858421442535 7.553112405908068 2.9085672983809343 1.1716855005951134 15707091388.192818 5422963410.248266 2.171241583579499 0.3367081479953668
"IRAS F08216+3009" 126.18035444664999 29.989864667169996 Sy2 0.02542 1.0873493975903614 0.10712386204260943 0.7292929292929293 0.07564925658479515 1.4909638554216869 0.13830755068043765 0.777737043211813 0.051811549070075055 60.54286662727594 2.2703485482784718 0.4890786324543346 0.4854538070795247 4405243420.126725 1031022629.5611107 1.4166830198999942 0.1512726885621815
"LBQS 1244+0238" 191.64688659443 2.3691062628799995 Sy1 0.04813 0.5636942675159236 nan nan nan nan nan 0.8151979140808848 0.03656422618211834 15.57214918143781 13.56613543105838 1.1582572168062766 0.3299340216587913 1368484483.687932 889591597.5834 1.8315171573480142 0.26281099141807124
"LEDA   17155" 80.25583108574 -25.362589396620002 Sy2 0.043508411779619616 0.8518518518518519 0.18714943898875788 0.989247311827957 0.20150542734698804 0.8611111111111112 0.1237839197587688 0.6946139339865324 0.016157059364961666 69.1168059336279 2.9729406508926393 1.3781274992231312 0.08288797643946264 97604819836.57065 4880240991.828532 2.6279741800027407 0.41962109394047575
"LEDA   17155" 80.25583108574 -25.362589396620002 Sy2 0.043508411779619616 0.796875 0.07259959401235218 0.8225806451612904 0.07175140950561276 0.96875 0.058171914057969405 0.6946139339865324 0.016157059364961666 69.1168059336279 2.9729406508926393 1.3781274992231312 0.08288797643946264 97604819836.57065 4880240991.828532 2.6279741800027407 0.41962109394047575
"LEDA   17155" 80.25583108574 -25.362589396620002 Sy2 0.043508411779619616 1.1875 nan 1.0555555555555556 nan 1.125 nan 0.6946139339865324 0.016157059364961666 69.1168059336279 2.9729406508926393 1.3781274992231312 0.08288797643946264 97604819836.57065 4880240991.828532 2.6279741800027407 0.41962109394047575
"LEDA   45656" 197.44584650791998 8.330058989590002 Sy1 0.15434 1.414572864321608 nan nan nan nan nan 0.8472870737262286 0.011390816329853481 33.44539141414346 8.014410726190423 5.68208688272829 3.1546844345510996 32812730515.717808 29361087854.57715 2.2629677066531206 0.3546783564636013
"LEDA   70560" 347.14147387909 5.35826437567 Sy2 0.173 0.6222910216718266 0.09525666098581355 0.78515625 0.12324657768645862 0.7925696594427245 0.08772182350349556 0.8891153214421527 0.0439842547046755 43.68159478372384 10.702295655863516 17.89564784422784 19.73778577564512 243073040165.16263 228827721652.96017 1.3312958312930672 0.12427457209553446
"LEDA   89032" 281.76121855923 -78.53044703048 Sy1 0.07411794195302938 nan nan nan nan 1.1241379310344828 nan 0.6196579082268876 0.09927921524167416 30.16556013756466 2.568072301053555 8.630786849278055 5.522116524845816 47961375323.615524 16636456678.11902 1.4405705818018224 0.1585345417112613
"LEDA 1365424" 189.68094989737997 9.4601680501 Sy2 0.08292 nan nan 0.46402877697841727 0.09183467473617632 nan nan 0.6227732155314364 0.08725240250341337 75.57279642783678 7.81448546920943 6.001830211488244 3.4713816246152334 40027079135.21922 12301858907.414822 1.4343757752666937 0.15666294194952507
"LEDA 3096524" 254.91569504789996 18.576885392230004 Sy1 0.17078 1.6875 nan 0.525974025974026 nan 3.2083333333333335 nan 0.7059030579853737 0.03451563018879968 59.34704859851327 5.170862352059934 31.771276340721908 4.515057649374202 71096059151.8423 15962330641.335884 0.9429085998064933 -0.025530403257907015
MCG+13-07-002 131.18874958905 76.88596270528 Sy1 0.131344 0.7883211678832117 nan nan nan nan nan 0.8445842142921771 0.016870342315944375 14.250029274739891 11.826007038467749 8.272824899337898 1.988880186779404 6126077406.7484865 5758812152.737305 1.3668609004817502 0.13572432054664677
MCG-03-34-064 200.60190964764996 -16.72846717289 Sy2 0.017092 1.1192170818505338 0.014422528358743367 0.5285714285714286 0.00576903481052368 2.117437722419929 0.026683290638799862 0.8306846097146547 0.024723457689623318 89.60624564274973 1.9459522192400736 0.9689396613455274 0.45229402325898577 18165366202.919758 4852200868.724832 1.9091708811801473 0.28084480185216726
MCG-03-34-064 200.60190964764996 -16.72846717289 Sy2 0.017092 0.9515570934256056 0.1506159501084739 0.4583333333333333 0.05110658192492805 2.0761245674740483 0.28763518422200085 0.8306846097146547 0.024723457689623318 89.60624564274973 1.9459522192400736 0.9689396613455274 0.45229402325898577 18165366202.919758 4852200868.724832 1.9091708811801473 0.28084480185216726
MCG-03-34-064 200.60190964764996 -16.72846717289 Sy2 0.017092 1.196116504854369 0.02482400383965499 0.5356521739130434 0.009354599345489557 2.233009708737864 0.04360427484512938 0.8306846097146547 0.024723457689623318 89.60624564274973 1.9459522192400736 0.9689396613455274 0.45229402325898577 18165366202.919758 4852200868.724832 1.9091708811801473 0.28084480185216726
MCG-03-58-007 342.4047807574099 -19.273990073950003 Sy2 0.031912 nan nan nan nan 2.0 1.61245154965971 0.6259922786587797 0.05403366389491198 30.004852670642315 0.4405488364317004 9.00635513182345 1.7293774021116293 6363001113.898526 4294374833.010376 0.7177503875470681 -0.14402656433545122
MCG-03-58-007 342.4047807574099 -19.273990073950003 Sy2 0.031912 0.778169014084507 0.04964403514423621 0.7136706135629709 0.045494350244168896 1.09037558685446 0.06147580189039626 0.6259922786587797 0.05403366389491198 30.004852670642315 0.4405488364317004 9.00635513182345 1.7293774021116293 6363001113.898526 4294374833.010376 0.7177503875470681 -0.14402656433545122
MCG-03-58-007 342.4047807574099 -19.273990073950003 Sy2 0.031912 0.778169014084507 nan 0.7136706135629709 nan 1.09037558685446 nan 0.6259922786587797 0.05403366389491198 30.004852670642315 0.4405488364317004 9.00635513182345 1.7293774021116293 6363001113.898526 4294374833.010376 0.7177503875470681 -0.14402656433545122
"Mrk    9" 114.23761073076 58.77039783772 Sy1 0.006321039604004982 nan nan nan nan 0.5 0.5590169943749475 0.7657867357102885 0.05598116306344929 30.000870776372775 0.18662876696863573 0.0544338963589586 0.04425285696185755 591828299.0808841 526277803.819556 1.0121345001214197 0.005238228688777265
